"Ativo","Nome","Classe","Subsetor Bovespa","Tipo de Ativo","Bolsa / Fonte","Código"
"HGTX4<XBSP>","Cia Hering","PN","Tecidos vestuário e calçados","Ação","Bovespa","HGTX4"
"CSIP6<XBSP>","Cia Siderurgica Paulista Cosipa (Antiga)","PNB","-","Ação","Bovespa","CSIP6"
"CIC4<XBSP>","Cica","PN","-","Ação","Bovespa","CIC4"
"CIEL3<XBSP>","Cielo","ON","Serviços financeiros diversos","Ação","Bovespa","CIEL3"
"ICPI3<XBSP>","Cim Itau","ON","-","Ação","Bovespa","ICPI3"
"ICPI4<XBSP>","Cim Itau","PN","-","Ação","Bovespa","ICPI4"
"MAFE3<XBSP>","Cimaf","ON","-","Ação","Bovespa","MAFE3"
"GAFP3<XBSP>","Cimob Partic","ON","-","Ação","Bovespa","GAFP3"
"GAFP4<XBSP>","Cimob Partic","PN","-","Ação","Bovespa","GAFP4"
"CMSA3<XBSP>","Cims","ON","Outros","Ação","Bovespa","CMSA3"
"CMSA4<XBSP>","Cims","PN","Outros","Ação","Bovespa","CMSA4"
"CNSY3<XBSP>","Cinesystem","ON","Mídia","Ação","Bovespa","CNSY3"
"CLAN3<XBSP>","Clarion","ON","-","Ação","Bovespa","CLAN3"
"CLAN4<XBSP>","Clarion","PN","-","Ação","Bovespa","CLAN4"
"CLSA3<XBSP>","Clearsale","ON","Serviços financeiros diversos","Ação","Bovespa","CLSA3"
"CMMA3<XBSP>","Cma Part","ON","-","Ação","Bovespa","CMMA3"
"CMMA4<XBSP>","Cma Part","PN","-","Ação","Bovespa","CMMA4"
"COAR3<XBSP>","Coari Part","ON","-","Ação","Bovespa","COAR3"
"COAR4<XBSP>","Coari Part","PN","-","Ação","Bovespa","COAR4"
"CBMA3<XBSP>","Cobrasma","ON","Material de transporte","Ação","Bovespa","CBMA3"
"CBMA4<XBSP>","Cobrasma","PN","Material de transporte","Ação","Bovespa","CBMA4"
"CEEB3<XBSP>","Coelba","ON","Energia elétrica","Ação","Bovespa","CEEB3"
"CEEB5<XBSP>","Coelba","PNA","Energia elétrica","Ação","Bovespa","CEEB5"
"CEEB6<XBSP>","Coelba","PNB","Energia elétrica","Ação","Bovespa","CEEB6"
"COCE3<XBSP>","Coelce","ON","Energia elétrica","Ação","Bovespa","COCE3"
"COCE5<XBSP>","Coelce","PNA","Energia elétrica","Ação","Bovespa","COCE5"
"COCE6<XBSP>","Coelce","PNB","Energia elétrica","Ação","Bovespa","COCE6"
"FAPC4<XBSP>","Cofap","PN","-","Ação","Bovespa","FAPC4"
"COGN3<XBSP>","Cogna ON","ON","Diversos","Ação","Bovespa","COGN3"
"KROT4<XBSP>","Cogna ON","PN","Diversos","Ação","Bovespa","KROT4"
"KROT11<XBSP>","Cogna ON","UNT N2","Diversos","Ação","Bovespa","KROT11"
"IVIL4<XBSP>","Coinvest","PN","-","Ação","Bovespa","IVIL4"
"CLDX4<XBSP>","Coldex","PN","-","Ação","Bovespa","CLDX4"
"COMR3<XBSP>","Comerc","ON","Energia elétrica","Ação","Bovespa","COMR3"
"CGAS3<XBSP>","Comgas","ON","Gás","Ação","Bovespa","CGAS3"
"CGAS5<XBSP>","Comgas","PNA","Gás","Ação","Bovespa","CGAS5"
"CPNY3<XBSP>","Company","ON","-","Ação","Bovespa","CPNY3"
"PASS3<XBSP>","Compass Gas","ON","Gás","Ação","Bovespa","PASS3"
"PASS5<XBSP>","Compass Gas","PNA","Gás","Ação","Bovespa","PASS5"
"PASS6<XBSP>","Compass Gas","PNB","Gás","Ação","Bovespa","PASS6"
"CRTE3<XBSP>","Conc Rio Ter","ON","Transporte","Ação","Bovespa","CRTE3"
"CRTE5<XBSP>","Conc Rio Ter","PNA","Transporte","Ação","Bovespa","CRTE5"
"CNFB3<XBSP>","Confab","ON","-","Ação","Bovespa","CNFB3"
"CNFB4<XBSP>","Confab","PN","-","Ação","Bovespa","CNFB4"
"CALI3<XBSP>","Const A Lind","ON","Construção civil","Ação","Bovespa","CALI3"
"CALI4<XBSP>","Const A Lind","PN","Construção civil","Ação","Bovespa","CALI4"
"COBE3B<XBSP>","Const Beter","ON","-","Ação","Bovespa","COBE3B"
"COBE5B<XBSP>","Const Beter","PNA","-","Ação","Bovespa","COBE5B"
"COBE6B<XBSP>","Const Beter","PNB","-","Ação","Bovespa","COBE6B"
"CTAX3<XBSP>","Contax","ON","Serviços diversos","Ação","Bovespa","CTAX3"
"CTAX4<XBSP>","Contax","PN","Serviços diversos","Ação","Bovespa","CTAX4"
"CTAX11<XBSP>","Contax","UNT N2","Serviços diversos","Ação","Bovespa","CTAX11"
"CTLU4<XBSP>","Continental","PN","-","Ação","Bovespa","CTLU4"
"COPA4<XBSP>","Copas","PN","-","Ação","Bovespa","COPA4"
"CSMG3<XBSP>","Copasa","ON","Água e saneamento","Ação","Bovespa","CSMG3"
"CPLE3<XBSP>","Copel","ON","Energia elétrica","Ação","Bovespa","CPLE3"
"CPLE5<XBSP>","Copel","PNA","Energia elétrica","Ação","Bovespa","CPLE5"
"CPLE6<XBSP>","Copel","PNB","Energia elétrica","Ação","Bovespa","CPLE6"
"CPLE11<XBSP>","Copel","UNT","Energia elétrica","Ação","Bovespa","CPLE11"
"CPSL3<XBSP>","Copesul","ON","-","Ação","Bovespa","CPSL3"
"CORR3<XBSP>","Cor Ribeiro","ON","Exploração de imóveis","Ação","Bovespa","CORR3"
"CORR4<XBSP>","Cor Ribeiro","PN","Exploração de imóveis","Ação","Bovespa","CORR4"
"CBTA4<XBSP>","Corbetta","PN","-","Ação","Bovespa","CBTA4"
"CSAN3<XBSP>","Cosan","ON","Petróleo gás e biocombustíveis","Ação","Bovespa","CSAN3"
"RLOG3<XBSP>","Cosan Log","ON","Transporte","Ação","Bovespa","RLOG3"
"CZLT33<XBSP>","Cosan Ltd","ON A","Petróleo gás e biocombustíveis","Ação","Bovespa","CZLT33"
"CSRN3<XBSP>","Cosern","ON","Energia elétrica","Ação","Bovespa","CSRN3"
"CSRN5<XBSP>","Cosern","PNA","Energia elétrica","Ação","Bovespa","CSRN5"
"CSRN6<XBSP>","Cosern","PNB","Energia elétrica","Ação","Bovespa","CSRN6"
"CSPC3<XBSP>","Cosipa","ON","-","Ação","Bovespa","CSPC3"
"CSPC4<XBSP>","Cosipa","PN","-","Ação","Bovespa","CSPC4"
"CTNM3<XBSP>","Coteminas","ON","Tecidos vestuário e calçados","Ação","Bovespa","CTNM3"
"CTNM4<XBSP>","Coteminas","PN","Tecidos vestuário e calçados","Ação","Bovespa","CTNM4"
"CPFE3<XBSP>","CPFL Energia","ON","Energia elétrica","Ação","Bovespa","CPFE3"
"CPFG3<XBSP>","CPFL Geracao","ON","-","Ação","Bovespa","CPFG3"
"CPFG4<XBSP>","CPFL Geracao","PN","-","Ação","Bovespa","CPFG4"
"CPFP3<XBSP>","CPFL Piratininga","ON","-","Ação","Bovespa","CPFP3"
"CPFP4<XBSP>","CPFL Piratininga","PN","-","Ação","Bovespa","CPFP4"
"CPRE3<XBSP>","CPFL Renovav","ON","Energia elétrica","Ação","Bovespa","CPRE3"
"CREM3<XBSP>","Cremer","ON","Medicamentos e outros produtos","Ação","Bovespa","CREM3"
"CREM4-old<XBSP>","Cremer (Antiga)","PN","-","Ação","Bovespa","CREM4-old"
"CRPG3<XBSP>","Cristal","ON","Químicos","Ação","Bovespa","CRPG3"
"CRPG5<XBSP>","Cristal","PNA","Químicos","Ação","Bovespa","CRPG5"
"CRPG6<XBSP>","Cristal","PNB","Químicos","Ação","Bovespa","CRPG6"
"CRTP3<XBSP>","Crt Celular","ON","-","Ação","Bovespa","CRTP3"
"CRTP5<XBSP>","Crt Celular","PNA","-","Ação","Bovespa","CRTP5"
"CRGT5<XBSP>","Crt Ciargtelec","PNA","-","Ação","Bovespa","CRGT5"
"CSED3<XBSP>","Cruzeiro Edu","ON","Diversos","Ação","Bovespa","CSED3"
"CZRS3<XBSP>","Cruzeiro Sul","ON","-","Ação","Bovespa","CZRS3"
"CZRS4<XBSP>","Cruzeiro Sul","PN","-","Ação","Bovespa","CZRS4"
"CMIN3<XBSP>","Csn Mineracao","ON","Mineração","Ação","Bovespa","CMIN3"
"CSUD3<XBSP>","Csu Digital","ON","Serviços financeiros diversos","Ação","Bovespa","CSUD3"
"CTCA3<XBSP>","Ctc S.A.","ON","Agropecuária","Ação","Bovespa","CTCA3"
"CURY3<XBSP>","Cury S/A","ON","Construção civil","Ação","Bovespa","CURY3"
"CVCB3<XBSP>","Cvc Brasil","ON","Viagens e lazer","Ação","Bovespa","CVCB3"
"CYRE3<XBSP>","Cyrela Realt","ON","Construção civil","Ação","Bovespa","CYRE3"
"CYRE4old<XBSP>","Cyrela Realt","PN","Construção civil","Ação","Bovespa","CYRE4old"
"CYRE4<XBSP>","Cyrela Realt","PN Resg","Construção civil","Ação","Bovespa","CYRE4"
"CZAR4<XBSP>","Czarina","PN","-","Ação","Bovespa","CZAR4"
"DFVA3<XBSP>","D F Vasconc","ON","-","Ação","Bovespa","DFVA3"
"DFVA4<XBSP>","D F Vasconc","PN","-","Ação","Bovespa","DFVA4"
"DMVF3<XBSP>","D1000vfarma","ON","Comércio e distribuição","Ação","Bovespa","DMVF3"
"OPDL3B<XBSP>","Daleth Part","ON","-","Ação","Bovespa","OPDL3B"
"DASA3<XBSP>","Dasa","ON","Serviços médico-hospitalares análises e diagnósticos","Ação","Bovespa","DASA3"
"DSUL3<XBSP>","Datasul","ON","-","Ação","Bovespa","DSUL3"
"DESK3<XBSP>","Desktopsigma","ON","Telecomunicações","Ação","Bovespa","DESK3"
"DXCO3<XBSP>","Dexco","ON","Madeira e papel","Ação","Bovespa","DXCO3"
"DEXP3<XBSP>","Dexxos Par","ON","Químicos","Ação","Bovespa","DEXP3"
"DEXP4<XBSP>","Dexxos Par","PN","Químicos","Ação","Bovespa","DEXP4"
"DHBI3<XBSP>","DHB","ON","Automóveis e motocicletas","Ação","Bovespa","DHBI3"
"DHBI4<XBSP>","DHB","PN","Automóveis e motocicletas","Ação","Bovespa","DHBI4"
"DJON3<XBSP>","Dijon","ON","-","Ação","Bovespa","DJON3"
"DJON4<XBSP>","Dijon","PN","-","Ação","Bovespa","DJON4"
"PNVL3<XBSP>","Dimed","ON","Comércio e distribuição","Ação","Bovespa","PNVL3"
"PNVL4<XBSP>","Dimed","PN","Comércio e distribuição","Ação","Bovespa","PNVL4"
"DNEN3B<XBSP>","Dinamica Ene","ON","-","Ação","Bovespa","DNEN3B"
"DIRR3<XBSP>","Direcional","ON","Construção civil","Ação","Bovespa","DIRR3"
"DXTG3<XBSP>","Dixie Toga","ON","-","Ação","Bovespa","DXTG3"
"DXTG4<XBSP>","Dixie Toga","PN","-","Ação","Bovespa","DXTG4"
"IMBI3<XBSP>","Doc Imbituba","ON","Transporte","Ação","Bovespa","IMBI3"
"IMBI4<XBSP>","Doc Imbituba","PN","Transporte","Ação","Bovespa","IMBI4"
"DOCA3<XBSP>","Docas","ON","-","Ação","Bovespa","DOCA3"
"DOCA4<XBSP>","Docas","PN","-","Ação","Bovespa","DOCA4"
