"Ativo","Nome","Classe","Subsetor Bovespa","Tipo de Ativo","Bolsa / Fonte","Código"
"SAMI4<XBSP>","Samitri","PN","-","Ação","Bovespa","SAMI4"
"SAPR3<XBSP>","Sanepar","ON","Água e saneamento","Ação","Bovespa","SAPR3"
"SAPR4<XBSP>","Sanepar","PN","Água e saneamento","Ação","Bovespa","SAPR4"
"SAPR11<XBSP>","Sanepar","UNT N2","Água e saneamento","Ação","Bovespa","SAPR11"
"SNSY3<XBSP>","Sansuy","ON","Materiais diversos","Ação","Bovespa","SNSY3"
"SNSY5<XBSP>","Sansuy","PNA","Materiais diversos","Ação","Bovespa","SNSY5"
"SNSY6<XBSP>","Sansuy","PNB","Materiais diversos","Ação","Bovespa","SNSY6"
"BNET4<XBSP>","Santander Noroeste","PN","-","Ação","Bovespa","BNET4"
"CTSA3<XBSP>","Santanense","ON","Tecidos vestuário e calçados","Ação","Bovespa","CTSA3"
"CTSA4<XBSP>","Santanense","PN","Tecidos vestuário e calçados","Ação","Bovespa","CTSA4"
"CTSA8<XBSP>","Santanense","PND","Tecidos vestuário e calçados","Ação","Bovespa","CTSA8"
"MFLU3<XBSP>","Santista Alimentos","ON","-","Ação","Bovespa","MFLU3"
"ASTA3<XBSP>","Santistextil","ON","-","Ação","Bovespa","ASTA3"
"ASTA4<XBSP>","Santistextil","PN","-","Ação","Bovespa","ASTA4"
"STBR3<XBSP>","Santos Bras","ON","-","Ação","Bovespa","STBR3"
"STBR4<XBSP>","Santos Bras","PN","-","Ação","Bovespa","STBR4"
"STBR11<XBSP>","Santos Bras","UNT N2","-","Ação","Bovespa","STBR11"
"STBP3<XBSP>","Santos Brp","ON","Transporte","Ação","Bovespa","STBP3"
"STBP4<XBSP>","Santos Brp","PN","Transporte","Ação","Bovespa","STBP4"
"STBP11<XBSP>","Santos Brp","UNT N2","Transporte","Ação","Bovespa","STBP11"
"SCAR3<XBSP>","Sao Carlos","ON","Exploração de imóveis","Ação","Bovespa","SCAR3"
"SCAR4<XBSP>","Sao Carlos","PN","Exploração de imóveis","Ação","Bovespa","SCAR4"
"SMTO3<XBSP>","Sao Martinho","ON","Alimentos processados","Ação","Bovespa","SMTO3"
"SLED3<XBSP>","Saraiva Livr","ON","Comércio","Ação","Bovespa","SLED3"
"SLED4<XBSP>","Saraiva Livr","PN","Comércio","Ação","Bovespa","SLED4"
"PSEG3<XBSP>","Sauipe","ON","Hotéis e restaurantes","Ação","Bovespa","PSEG3"
"PSEG4<XBSP>","Sauipe","PN","Hotéis e restaurantes","Ação","Bovespa","PSEG4"
"VAGV3<XBSP>","Savarg","ON","-","Ação","Bovespa","VAGV3"
"VAGV4<XBSP>","Savarg","PN","-","Ação","Bovespa","VAGV4"
"SCLO3<XBSP>","Schlosser","ON","Tecidos vestuário e calçados","Ação","Bovespa","SCLO3"
"SCLO4<XBSP>","Schlosser","PN","Tecidos vestuário e calçados","Ação","Bovespa","SCLO4"
"SHUL3<XBSP>","Schulz","ON","Máquinas e equipamentos","Ação","Bovespa","SHUL3"
"SHUL4<XBSP>","Schulz","PN","Máquinas e equipamentos","Ação","Bovespa","SHUL4"
"SALM3<XBSP>","Seara Alim","ON","-","Ação","Bovespa","SALM3"
"SALM4<XBSP>","Seara Alim","PN","-","Ação","Bovespa","SALM4"
"SEBB3<XBSP>","Seb","ON","-","Ação","Bovespa","SEBB3"
"SEBB4<XBSP>","Seb","PN","-","Ação","Bovespa","SEBB4"
"SEBB11<XBSP>","Seb","UNT N2","-","Ação","Bovespa","SEBB11"
"CSAB3<XBSP>","Seg Al Bahia","ON","Previdência e seguros","Ação","Bovespa","CSAB3"
"CSAB4<XBSP>","Seg Al Bahia","PN","Previdência e seguros","Ação","Bovespa","CSAB4"
"CSMB3<XBSP>","Seg Min Bras","ON","-","Ação","Bovespa","CSMB3"
"CSMB4<XBSP>","Seg Min Bras","PN","-","Ação","Bovespa","CSMB4"
"SLCT3B<XBSP>","Selectpart","ON","Outros","Ação","Bovespa","SLCT3B"
"SEMP3<XBSP>","Semp","ON","-","Ação","Bovespa","SEMP3"
"SEQL3<XBSP>","Sequoia Log","ON","Serviços diversos","Ação","Bovespa","SEQL3"
"SEER3<XBSP>","Ser Educa","ON","Diversos","Ação","Bovespa","SEER3"
"SRNA3<XBSP>","Serena","ON","Energia elétrica","Ação","Bovespa","SRNA3"
"SGEN3<XBSP>","Sergen","ON","-","Ação","Bovespa","SGEN3"
"SGEN4<XBSP>","Sergen","PN","-","Ação","Bovespa","SGEN4"
"SHAP4<XBSP>","Sharp","PN","-","Ação","Bovespa","SHAP4"
"SHTM3<XBSP>","Shoptime","ON","-","Ação","Bovespa","SHTM3"
"SHTM4<XBSP>","Shoptime","PN","-","Ação","Bovespa","SHTM4"
"SIBR7<XBSP>","Sibra","PNC","-","Ação","Bovespa","SIBR7"
"ANO5<XBSP>","Sid Aconorte","PNA","-","Ação","Bovespa","ANO5"
"CSNA3<XBSP>","Sid Nacional","ON","Siderurgia e metalurgia","Ação","Bovespa","CSNA3"
"RIO4<XBSP>","Sid Riogran","PN","-","Ação","Bovespa","RIO4"
"CSTB3<XBSP>","Sid Tubarao","ON","-","Ação","Bovespa","CSTB3"
"CSTB4<XBSP>","Sid Tubarao","PN","-","Ação","Bovespa","CSTB4"
"SIFC4<XBSP>","Sifco","PN","-","Ação","Bovespa","SIFC4"
"SIMH3<XBSP>","Simpar","ON","Holdings diversificadas","Ação","Bovespa","SIMH3"
"SQIA3<XBSP>","Sinqia","ON","Programas e serviços","Ação","Bovespa","SQIA3"
"SLCE3<XBSP>","SLC Agricola","ON","Agropecuária","Ação","Bovespa","SLCE3"
"SMFT3<XBSP>","Smart Fit","ON","Viagens e lazer","Ação","Bovespa","SMFT3"
"SMFT13<XBSP>","Smart Fit","PNAB","Viagens e lazer","Ação","Bovespa","SMFT13"
"SMFT14<XBSP>","Smart Fit","PNAE","Viagens e lazer","Ação","Bovespa","SMFT14"
"SMFT15<XBSP>","Smart Fit","PNAG","Viagens e lazer","Ação","Bovespa","SMFT15"
"SMFT6<XBSP>","Smart Fit","PNB","Viagens e lazer","Ação","Bovespa","SMFT6"
"SMFT11<XBSP>","Smart Fit","PNE","Viagens e lazer","Ação","Bovespa","SMFT11"
"SMFT12<XBSP>","Smart Fit","PNG","Viagens e lazer","Ação","Bovespa","SMFT12"
"SMLS3<XBSP>","Smiles","ON","Diversos","Ação","Bovespa","SMLS3"
"SLAL4<XBSP>","Sola","PN","-","Ação","Bovespa","SLAL4"
"SLBR3<XBSP>","Sole Comex","ON","-","Ação","Bovespa","SLBR3"
"SLBR4<XBSP>","Sole Comex","PN","-","Ação","Bovespa","SLBR4"
"SEDU3<XBSP>","Somos Educa","ON","Diversos","Ação","Bovespa","SEDU3"
"ABRE11<XBSP>","Somos Educa","UNT N2","Diversos","Ação","Bovespa","ABRE11"
"SOND3<XBSP>","Sondotecnica","ON","Construção e engenharia","Ação","Bovespa","SOND3"
"SOND5<XBSP>","Sondotecnica","PNA","Construção e engenharia","Ação","Bovespa","SOND5"
"SOND6<XBSP>","Sondotecnica","PNB","Construção e engenharia","Ação","Bovespa","SOND6"
"PVLT3<XBSP>","Souto Vidig","ON","-","Ação","Bovespa","PVLT3"
"CRUZ3<XBSP>","Souza Cruz","ON","-","Ação","Bovespa","CRUZ3"
"SPEL3<XBSP>","Spel Empreendim","ON","-","Ação","Bovespa","SPEL3"
"SPEL5<XBSP>","Spel Empreendim","PNA","-","Ação","Bovespa","SPEL5"
"SPRI3<XBSP>","Springer","ON","Holdings diversificadas","Ação","Bovespa","SPRI3"
"SPRI5<XBSP>","Springer","PNA","Holdings diversificadas","Ação","Bovespa","SPRI5"
"SPRI6<XBSP>","Springer","PNB","Holdings diversificadas","Ação","Bovespa","SPRI6"
"SGPS3<XBSP>","Springs","ON","Tecidos vestuário e calçados","Ação","Bovespa","SGPS3"
"BFCV4<XBSP>","Spscs Industrial","PN","-","Ação","Bovespa","BFCV4"
"AHEB3<XBSP>","SPturis","ON","Viagens e lazer","Ação","Bovespa","AHEB3"
"AHEB5<XBSP>","SPturis","PNA","Viagens e lazer","Ação","Bovespa","AHEB5"
"AHEB6<XBSP>","SPturis","PNB","Viagens e lazer","Ação","Bovespa","AHEB6"
"STTR3<XBSP>","Stara","ON","Máquinas e equipamentos","Ação","Bovespa","STTR3"
"STKF3<XBSP>","Statkraft","ON","Energia elétrica","Ação","Bovespa","STKF3"
"SUBA3<XBSP>","Submarino","ON","-","Ação","Bovespa","SUBA3"
"BFIT3<XBSP>","Sudameris","ON","-","Ação","Bovespa","BFIT3"
"BFIT4<XBSP>","Sudameris","PN","-","Ação","Bovespa","BFIT4"
"OPSE3<XBSP>","Sudeste S/A","ON","Outros","Ação","Bovespa","OPSE3"
"OPTS3<XBSP>","Sul 116 Part","ON","Outros","Ação","Bovespa","OPTS3"
"SASG3<XBSP>","Sul Amer Nac","ON","-","Ação","Bovespa","SASG3"
"SULA3<XBSP>","Sul America","ON","Previdência e seguros","Ação","Bovespa","SULA3"
"SULA4<XBSP>","Sul America","PN","Previdência e seguros","Ação","Bovespa","SULA4"
"SULA11<XBSP>","Sul America","UNT N2","Previdência e seguros","Ação","Bovespa","SULA11"
"SLCP3<XBSP>","Sulacap","ON","-","Ação","Bovespa","SLCP3"
"SULT3<XBSP>","Sultepa","ON","Construção e engenharia","Ação","Bovespa","SULT3"
"SULT4<XBSP>","Sultepa","PN","Construção e engenharia","Ação","Bovespa","SULT4"
"NEMO3<XBSP>","Suzano Hold","ON","Madeira e papel","Ação","Bovespa","NEMO3"
"NEMO5<XBSP>","Suzano Hold","PNA","Madeira e papel","Ação","Bovespa","NEMO5"
"NEMO6<XBSP>","Suzano Hold","PNB","Madeira e papel","Ação","Bovespa","NEMO6"
"SUZB3<XBSP>","Suzano S.A.","ON","Madeira e papel","Ação","Bovespa","SUZB3"
"SUZB5<XBSP>","Suzano S.A.","PNA","Madeira e papel","Ação","Bovespa","SUZB5"
"SUZB6<XBSP>","Suzano S.A.","PNB","Madeira e papel","Ação","Bovespa","SUZB6"
"SAD4<XBSP>","Sv Engenhar","PN","-","Ação","Bovespa","SAD4"
"SYNE3<XBSP>","Syn Prop Tec","ON","Exploração de imóveis","Ação","Bovespa","SYNE3"
"TAEE3<XBSP>","Taesa","ON","Energia elétrica","Ação","Bovespa","TAEE3"
"TAEE4<XBSP>","Taesa","PN","Energia elétrica","Ação","Bovespa","TAEE4"
"TAEE11<XBSP>","Taesa","UNT N2","Energia elétrica","Ação","Bovespa","TAEE11"
"TAMM3<XBSP>","Tam S/A","ON","-","Ação","Bovespa","TAMM3"
"TAMM4<XBSP>","Tam S/A","PN","-","Ação","Bovespa","TAMM4"
"TAMR4<XBSP>","Tam Transp","PN","-","Ação","Bovespa","TAMR4"
"TRPN3<XBSP>","Tarpon Inv","ON","Serviços financeiros diversos","Ação","Bovespa","TRPN3"
"TASA3<XBSP>","Taurus Armas","ON","Máquinas e equipamentos","Ação","Bovespa","TASA3"
"TASA4<XBSP>","Taurus Armas","PN","Máquinas e equipamentos","Ação","Bovespa","TASA4"
"TRAD3<XBSP>","TC","ON","Programas e serviços","Ação","Bovespa","TRAD3"
"TENE3<XBSP>","Tec Blumenau","ON","Tecidos vestuário e calçados","Ação","Bovespa","TENE3"
"TENE5<XBSP>","Tec Blumenau","PNA","Tecidos vestuário e calçados","Ação","Bovespa","TENE5"
"TENE6<XBSP>","Tec Blumenau","PNB","Tecidos vestuário e calçados","Ação","Bovespa","TENE6"
"TENE7<XBSP>","Tec Blumenau","PNC","Tecidos vestuário e calçados","Ação","Bovespa","TENE7"
"SJOS3<XBSP>","Tecel S Jose","ON","Tecidos vestuário e calçados","Ação","Bovespa","SJOS3"
"SJOS4<XBSP>","Tecel S Jose","PN","Tecidos vestuário e calçados","Ação","Bovespa","SJOS4"
"TECN3<XBSP>","Technos","ON","Tecidos vestuário e calçados","Ação","Bovespa","TECN3"
"TCHN3<XBSP>","Technos Rel","ON","-","Ação","Bovespa","TCHN3"
"TCHN4<XBSP>","Technos Rel","PN","-","Ação","Bovespa","TCHN4"
"TCSA3<XBSP>","Tecnisa","ON","Construção civil","Ação","Bovespa","TCSA3"
"TCNO3<XBSP>","Tecnosolo","ON","Construção e engenharia","Ação","Bovespa","TCNO3"
"TCNO4<XBSP>","Tecnosolo","PN","Construção e engenharia","Ação","Bovespa","TCNO4"
"TOYB3<XBSP>","Tectoy","ON","Viagens e lazer","Ação","Bovespa","TOYB3"
"TOYB4<XBSP>","Tectoy","PN","Viagens e lazer","Ação","Bovespa","TOYB4"
"TGMA3<XBSP>","Tegma","ON","Transporte","Ação","Bovespa","TGMA3"
"TEGA3<XBSP>","Tegra Incorp","ON","Construção civil","Ação","Bovespa","TEGA3"
"TEKA3<XBSP>","Teka","ON","Tecidos vestuário e calçados","Ação","Bovespa","TEKA3"
"TEKA4<XBSP>","Teka","PN","Tecidos vestuário e calçados","Ação","Bovespa","TEKA4"
"TKNO3<XBSP>","Tekno","ON","Siderurgia e metalurgia","Ação","Bovespa","TKNO3"
"TKNO4<XBSP>","Tekno","PN","Siderurgia e metalurgia","Ação","Bovespa","TKNO4"
"TBCP4<XBSP>","Tel B Campo","PN","-","Ação","Bovespa","TBCP4"
"TCOC3<XBSP>","Tele Centroeste Cel","ON","-","Ação","Bovespa","TCOC3"
"TCOC4<XBSP>","Tele Centroeste Cel","PN","-","Ação","Bovespa","TCOC4"
"TLCP3<XBSP>","Tele Leste Celular","ON","-","Ação","Bovespa","TLCP3"
"TLCP4<XBSP>","Tele Leste Celular","PN","-","Ação","Bovespa","TLCP4"
"TNEP3<XBSP>","Tele Nordeste Celul","ON","-","Ação","Bovespa","TNEP3"
"TNEP4<XBSP>","Tele Nordeste Celul","PN","-","Ação","Bovespa","TNEP4"
"TNCP3<XBSP>","Tele Nort Cl","ON","-","Ação","Bovespa","TNCP3"
"TNCP4<XBSP>","Tele Nort Cl","PN","-","Ação","Bovespa","TNCP4"
"TSEP3<XBSP>","Tele Sudeste Celula","ON","-","Ação","Bovespa","TSEP3"
"TSEP4<XBSP>","Tele Sudeste Celula","PN","-","Ação","Bovespa","TSEP4"
"TEBA3<XBSP>","Telebahia","ON","-","Ação","Bovespa","TEBA3"
"TEBA5<XBSP>","Telebahia","PNA","-","Ação","Bovespa","TEBA5"
"TEBA6<XBSP>","Telebahia","PNB","-","Ação","Bovespa","TEBA6"
"TBAC3<XBSP>","Telebahia Celular","ON","-","Ação","Bovespa","TBAC3"
"TBAC6<XBSP>","Telebahia Celular","PNB","-","Ação","Bovespa","TBAC6"
"TELB3<XBSP>","Telebras","ON","Telecomunicações","Ação","Bovespa","TELB3"
"TELB4<XBSP>","Telebras","PN","Telecomunicações","Ação","Bovespa","TELB4"
"TELB3-old<XBSP>","Telebras (Old)","ON","-","Ação","Bovespa","TELB3-old"
"TELB4-old<XBSP>","Telebras (Old)","PN","-","Ação","Bovespa","TELB4-old"
"TBRS3<XBSP>","Telebrasilia","ON","-","Ação","Bovespa","TBRS3"
"TBRS4<XBSP>","Telebrasilia","PN","-","Ação","Bovespa","TBRS4"
"VIVT3<XBSP>","Telef Brasil","ON","Telecomunicações","Ação","Bovespa","VIVT3"
"VIVT4<XBSP>","Telef Brasil","PN","Telecomunicações","Ação","Bovespa","VIVT4"
"TDBH3<XBSP>","Telefonica Data Hld","ON","-","Ação","Bovespa","TDBH3"
"TDBH4<XBSP>","Telefonica Data Hld","PN","-","Ação","Bovespa","TDBH4"
"TNLP3<XBSP>","Telemar","ON","-","Ação","Bovespa","TNLP3"
"TNLP4<XBSP>","Telemar","PN","-","Ação","Bovespa","TNLP4"
"TMAR3<XBSP>","Telemar N L","ON","-","Ação","Bovespa","TMAR3"
"TMAR5<XBSP>","Telemar N L","PNA","-","Ação","Bovespa","TMAR5"
"TMAR6<XBSP>","Telemar N L","PNB","-","Ação","Bovespa","TMAR6"
"TMGR3<XBSP>","Telemig","ON","-","Ação","Bovespa","TMGR3"
"TMGR6<XBSP>","Telemig","PNB","-","Ação","Bovespa","TMGR6"
"TMGC3<XBSP>","Telemig Cl","ON","-","Ação","Bovespa","TMGC3"
"TMGC6<XBSP>","Telemig Cl","PNB","-","Ação","Bovespa","TMGC6"
"TMGC7<XBSP>","Telemig Cl","PNC","-","Ação","Bovespa","TMGC7"
"TMGC8<XBSP>","Telemig Cl","PND","-","Ação","Bovespa","TMGC8"
"TMGC11<XBSP>","Telemig Cl","PNE","-","Ação","Bovespa","TMGC11"
"TMGC12<XBSP>","Telemig Cl","PNF","-","Ação","Bovespa","TMGC12"
"TMGC13<XBSP>","Telemig Cl","PNG","-","Ação","Bovespa","TMGC13"
"TMCP3<XBSP>","Telemig Part","ON","-","Ação","Bovespa","TMCP3"
"TMCP4<XBSP>","Telemig Part","PN","-","Ação","Bovespa","TMCP4"
"TRJC3<XBSP>","Telerj Cel","ON","-","Ação","Bovespa","TRJC3"
"TRJC6<XBSP>","Telerj Cel","PNB","-","Ação","Bovespa","TRJC6"
"TSPC3<XBSP>","Telesp Cel","ON","-","Ação","Bovespa","TSPC3"
"TSPC6<XBSP>","Telesp Cel","PNB","-","Ação","Bovespa","TSPC6"
"TLPP3F<XBSP>","Telesp Part","ON","-","Ação","Bovespa","TLPP3F"
"TLPP4F<XBSP>","Telesp Part","PN","-","Ação","Bovespa","TLPP4F"
"TETE3<XBSP>","Telet","ON","-","Ação","Bovespa","TETE3"
"TETE6<XBSP>","Telet","PNB","-","Ação","Bovespa","TETE6"
"TLVT3B<XBSP>","Telinvest","ON","Outros","Ação","Bovespa","TLVT3B"
"TEMP3<XBSP>","Tempo Part","ON","-","Ação","Bovespa","TEMP3"
"TEND3<XBSP>","Tenda","ON","Construção civil","Ação","Bovespa","TEND3"
"TEND3-old<XBSP>","Tenda","ON-old","Construção civil","Ação","Bovespa","TEND3-old"
"TERI3<XBSP>","Tereos","ON","-","Ação","Bovespa","TERI3"
"LAND3<XBSP>","Terrasantapa","ON","Agropecuária","Ação","Bovespa","LAND3"
"TXRX3<XBSP>","Tex Renaux","ON","Tecidos vestuário e calçados","Ação","Bovespa","TXRX3"
"TXRX4<XBSP>","Tex Renaux","PN","Tecidos vestuário e calçados","Ação","Bovespa","TXRX4"
"TARP11<XBSP>","Tig Ltd","A","-","Ação","Bovespa","TARP11"
"TIMS3<XBSP>","Tim","ON","Telecomunicações","Ação","Bovespa","TIMS3"
"TCSL4<XBSP>","Tim","PN","Telecomunicações","Ação","Bovespa","TCSL4"
"TPEC3B<XBSP>","Tim Nordeste","ON","-","Ação","Bovespa","TPEC3B"
"TPEC6B<XBSP>","Tim Nordeste","PNB","-","Ação","Bovespa","TPEC6B"
"TPEC7B<XBSP>","Tim Nordeste","PNC","-","Ação","Bovespa","TPEC7B"
"TPEC8B<XBSP>","Tim Nordeste","PND","-","Ação","Bovespa","TPEC8B"
"TPRC3<XBSP>","Tim Sul","ON","-","Ação","Bovespa","TPRC3"
"TPRC6<XBSP>","Tim Sul","PNB","-","Ação","Bovespa","TPRC6"
"SHOW3<XBSP>","Time For Fun","ON","Viagens e lazer","Ação","Bovespa","SHOW3"
"TVIT3<XBSP>","Tivit","ON","-","Ação","Bovespa","TVIT3"
"TOTS3<XBSP>","Totvs","ON","Programas e serviços","Ação","Bovespa","TOTS3"
"TFCO4<XBSP>","Track Field","PN","Tecidos vestuário e calçados","Ação","Bovespa","TFCO4"
"TRFO3<XBSP>","Trafo","ON","-","Ação","Bovespa","TRFO3"
"TRFO4<XBSP>","Trafo","PN","-","Ação","Bovespa","TRFO4"
"TRBR4<XBSP>","Transbrasil","PN","-","Ação","Bovespa","TRBR4"
"TRPA4<XBSP>","Transparana","PN","-","Ação","Bovespa","TRPA4"
"LUXM3<XBSP>","Trevisa","ON","Transporte","Ação","Bovespa","LUXM3"
"LUXM4<XBSP>","Trevisa","PN","Transporte","Ação","Bovespa","LUXM4"
"CPCA4<XBSP>","Trikem","PN","-","Ação","Bovespa","CPCA4"
"TRIS3<XBSP>","Trisul","ON","Construção civil","Ação","Bovespa","TRIS3"
"TPIS3<XBSP>","Triunfo Part","ON","Transporte","Ação","Bovespa","TPIS3"
"TRMB4<XBSP>","Trombini","PN","-","Ação","Bovespa","TRMB4"
"TROR3<XBSP>","Trorion","ON","-","Ação","Bovespa","TROR3"
"TROR4<XBSP>","Trorion","PN","-","Ação","Bovespa","TROR4"
"TUPY3<XBSP>","Tupy","ON","Material de transporte","Ação","Bovespa","TUPY3"
"TUPY4<XBSP>","Tupy","PN","Material de transporte","Ação","Bovespa","TUPY4"
"UGPA3<XBSP>","Ultrapar","ON","Petróleo gás e biocombustíveis","Ação","Bovespa","UGPA3"
"UGPA4<XBSP>","Ultrapar","PN","Petróleo gás e biocombustíveis","Ação","Bovespa","UGPA4"
"UBBR3<XBSP>","Unibanco","ON","-","Ação","Bovespa","UBBR3"
"UBBR4<XBSP>","Unibanco","PN","-","Ação","Bovespa","UBBR4"
"UBBR11<XBSP>","Unibanco","UnN1","-","Ação","Bovespa","UBBR11"
"UBHD3<XBSP>","Unibanco Hld","ON","-","Ação","Bovespa","UBHD3"
"UBHD6<XBSP>","Unibanco Hld","PNB","-","Ação","Bovespa","UBHD6"
"UCAS3<XBSP>","Unicasa","ON","Utilidades domésticas","Ação","Bovespa","UCAS3"
"FIQE3<XBSP>","Unifique","ON","Telecomunicações","Ação","Bovespa","FIQE3"
"UNIP3<XBSP>","Unipar","ON","Químicos","Ação","Bovespa","UNIP3"
"UNIP5<XBSP>","Unipar","PNA","Químicos","Ação","Bovespa","UNIP5"
"UNIP6<XBSP>","Unipar","PNB","Químicos","Ação","Bovespa","UNIP6"
"UOLL3<XBSP>","Uol","ON","-","Ação","Bovespa","UOLL3"
"UOLL4<XBSP>","Uol","PN","-","Ação","Bovespa","UOLL4"
"UPKP3<XBSP>","Uptick","ON","Energia elétrica","Ação","Bovespa","UPKP3"
"USIM3<XBSP>","Usiminas","ON","Siderurgia e metalurgia","Ação","Bovespa","USIM3"
"USIM5<XBSP>","Usiminas","PNA","Siderurgia e metalurgia","Ação","Bovespa","USIM5"
"USIM6<XBSP>","Usiminas","PNB","Siderurgia e metalurgia","Ação","Bovespa","USIM6"
"UCOP3<XBSP>","Usin C Pinto","ON","-","Ação","Bovespa","UCOP3"
"UCOP4<XBSP>","Usin C Pinto","PN","-","Ação","Bovespa","UCOP4"
"VALE3<XBSP>","Vale","ON","Mineração","Ação","Bovespa","VALE3"
"VALE5<XBSP>","Vale","PNA","Mineração","Ação","Bovespa","VALE5"
"FFTL3<XBSP>","Valefert","ON","-","Ação","Bovespa","FFTL3"
"FFTL4<XBSP>","Valefert","PN","-","Ação","Bovespa","FFTL4"
"VLTR3B<XBSP>","Valetron","ON","-","Ação","Bovespa","VLTR3B"
"VLTR5B<XBSP>","Valetron","PNA","-","Ação","Bovespa","VLTR5B"
"VLTR6B<XBSP>","Valetron","PNB","-","Ação","Bovespa","VLTR6B"
"VLID3<XBSP>","Valid","ON","Serviços diversos","Ação","Bovespa","VLID3"
"VAMO3<XBSP>","Vamos","ON","Diversos","Ação","Bovespa","VAMO3"
"VPSC3<XBSP>","Varig Serv","ON","-","Ação","Bovespa","VPSC3"
"VPSC4<XBSP>","Varig Serv","PN","-","Ação","Bovespa","VPSC4"
"VPTA3<XBSP>","Varig Transp","ON","-","Ação","Bovespa","VPTA3"
"VPTA4<XBSP>","Varig Transp","PN","-","Ação","Bovespa","VPTA4"
"VASP3<XBSP>","Vasp","ON","-","Ação","Bovespa","VASP3"
"NCNE3<XBSP>","VBC Energia","ON","-","Ação","Bovespa","NCNE3"
"NCNE5<XBSP>","VBC Energia","PNA","-","Ação","Bovespa","NCNE5"
"VSTE3<XBSP>","Veste","ON","Comércio","Ação","Bovespa","VSTE3"
"VBBR3<XBSP>","Vibra","ON","Petróleo gás e biocombustíveis","Ação","Bovespa","VBBR3"
"VINE3<XBSP>","Vicunha Text","ON","-","Ação","Bovespa","VINE3"
"VINE5<XBSP>","Vicunha Text","PNA","-","Ação","Bovespa","VINE5"
"VINE6<XBSP>","Vicunha Text","PNB","-","Ação","Bovespa","VINE6"
"VGOR3<XBSP>","Vigor","ON","-","Ação","Bovespa","VGOR3"
"VGOR4<XBSP>","Vigor","PN","-","Ação","Bovespa","VGOR4"
"VIGR3<XBSP>","Vigor Food","ON","-","Ação","Bovespa","VIGR3"
"VTRU3<XBSP>","Vitrueduca","ON","-","Ação","Bovespa","VTRU3"
"VITT3<XBSP>","Vittia","ON","Químicos","Ação","Bovespa","VITT3"
"VIVA3<XBSP>","Vivara S.A.","ON","Tecidos vestuário e calçados","Ação","Bovespa","VIVA3"
"VVAX3<XBSP>","Vivax","ON","-","Ação","Bovespa","VVAX3"
"VVAX4<XBSP>","Vivax","PN","-","Ação","Bovespa","VVAX4"
"VVAX11<XBSP>","Vivax","UNT N2","-","Ação","Bovespa","VVAX11"
"VVEO3<XBSP>","Viveo","ON","Comércio e distribuição","Ação","Bovespa","VVEO3"
"VIVR3<XBSP>","Viver","ON","Construção civil","Ação","Bovespa","VIVR3"
"VIVO3<XBSP>","Vivo","ON","-","Ação","Bovespa","VIVO3"
"VIVO4<XBSP>","Vivo","PN","-","Ação","Bovespa","VIVO4"
"VTEC4<XBSP>","Votec","PN","-","Ação","Bovespa","VTEC4"
"VULC3<XBSP>","Vulcabras","ON","Tecidos vestuário e calçados","Ação","Bovespa","VULC3"
"VULC4<XBSP>","Vulcabras","PN","Tecidos vestuário e calçados","Ação","Bovespa","VULC4"
"WDCN3<XBSP>","Wdc Networks","ON","Programas e serviços","Ação","Bovespa","WDCN3"
"WEGE3<XBSP>","Weg","ON","Máquinas e equipamentos","Ação","Bovespa","WEGE3"
"WEGE4<XBSP>","Weg","PN","Máquinas e equipamentos","Ação","Bovespa","WEGE4"
"WMBY3<XBSP>","Wembley","ON","Tecidos vestuário e calçados","Ação","Bovespa","WMBY3"
"WMBY4<XBSP>","Wembley","PN","Tecidos vestuário e calçados","Ação","Bovespa","WMBY4"
"WET4<XBSP>","Wentex","PN","-","Ação","Bovespa","WET4"
"WEST3<XBSP>","Westwing","ON","Programas e serviços","Ação","Bovespa","WEST3"
"MWET3<XBSP>","Wetzel S/A","ON","Material de transporte","Ação","Bovespa","MWET3"
"MWET4<XBSP>","Wetzel S/A","PN","Material de transporte","Ação","Bovespa","MWET4"
"WHRL3<XBSP>","Whirlpool","ON","Utilidades domésticas","Ação","Bovespa","WHRL3"
"WHRL4<XBSP>","Whirlpool","PN","Utilidades domésticas","Ação","Bovespa","WHRL4"
"WHMT3<XBSP>","White Martins","ON","-","Ação","Bovespa","WHMT3"
"WISA3<XBSP>","Wiest","ON","-","Ação","Bovespa","WISA3"
"WISA4<XBSP>","Wiest","PN","-","Ação","Bovespa","WISA4"
"PORT3<XBSP>","Wilson Sons","ON","Transporte","Ação","Bovespa","PORT3"
"WIZC3<XBSP>","Wiz Co","ON","Previdência e seguros","Ação","Bovespa","WIZC3"
"WLMM3<XBSP>","Wlm Ind Com","ON","Comércio","Ação","Bovespa","WLMM3"
"WLMM4<XBSP>","Wlm Ind Com","PN","Comércio","Ação","Bovespa","WLMM4"
"WWOW3<XBSP>","Wow","ON","-","Ação","Bovespa","WWOW3"
"ILMD3<XBSP>","Yara Brasil","ON","-","Ação","Bovespa","ILMD3"
"ILMD4<XBSP>","Yara Brasil","PN","-","Ação","Bovespa","ILMD4"
"YBRA3<XBSP>","Ybyra S/A","ON","Outros","Ação","Bovespa","YBRA3"
"YDUQ3<XBSP>","Yduqs Part","ON","Diversos","Ação","Bovespa","YDUQ3"
"ESTC4<XBSP>","Yduqs Part","PN","Diversos","Ação","Bovespa","ESTC4"
