"Ativo","Nome","Classe","Subsetor Bovespa","Tipo de Ativo","Bolsa / Fonte"
"SLED3<XBSP>","Saraiva Livr","ON","Comércio","Ação","Bovespa"
"SLED4<XBSP>","Saraiva Livr","PN","Comércio","Ação","Bovespa"
"PSEG3<XBSP>","Sauipe","ON","Hotéis e restaurantes","Ação","Bovespa"
"PSEG4<XBSP>","Sauipe","PN","Hotéis e restaurantes","Ação","Bovespa"
"VAGV3<XBSP>","Savarg","ON","-","Ação","Bovespa"
"VAGV4<XBSP>","Savarg","PN","-","Ação","Bovespa"
"SCLO3<XBSP>","Schlosser","ON","Tecidos vestuário e calçados","Ação","Bovespa"
"SCLO4<XBSP>","Schlosser","PN","Tecidos vestuário e calçados","Ação","Bovespa"
"SHUL3<XBSP>","Schulz","ON","Máquinas e equipamentos","Ação","Bovespa"
"SHUL4<XBSP>","Schulz","PN","Máquinas e equipamentos","Ação","Bovespa"
"SALM3<XBSP>","Seara Alim","ON","-","Ação","Bovespa"
"SALM4<XBSP>","Seara Alim","PN","-","Ação","Bovespa"
"SEBB3<XBSP>","Seb","ON","-","Ação","Bovespa"
"SEBB4<XBSP>","Seb","PN","-","Ação","Bovespa"
"SEBB11<XBSP>","Seb","UNT N2","-","Ação","Bovespa"
"CSAB3<XBSP>","Seg Al Bahia","ON","Previdência e seguros","Ação","Bovespa"
"CSAB4<XBSP>","Seg Al Bahia","PN","Previdência e seguros","Ação","Bovespa"
"CSMB3<XBSP>","Seg Min Bras","ON","-","Ação","Bovespa"
"CSMB4<XBSP>","Seg Min Bras","PN","-","Ação","Bovespa"
"SLCT3B<XBSP>","Selectpart","ON","Outros","Ação","Bovespa"
"SEMP3<XBSP>","Semp","ON","-","Ação","Bovespa"
"SEQL3<XBSP>","Sequoia Log","ON","Serviços diversos","Ação","Bovespa"
"SEER3<XBSP>","Ser Educa","ON","Diversos","Ação","Bovespa"
"SRNA3<XBSP>","Serena","ON","Energia elétrica","Ação","Bovespa"
"SGEN3<XBSP>","Sergen","ON","-","Ação","Bovespa"
"SGEN4<XBSP>","Sergen","PN","-","Ação","Bovespa"
"SHAP4<XBSP>","Sharp","PN","-","Ação","Bovespa"
"SHTM3<XBSP>","Shoptime","ON","-","Ação","Bovespa"
"SHTM4<XBSP>","Shoptime","PN","-","Ação","Bovespa"
"SIBR7<XBSP>","Sibra","PNC","-","Ação","Bovespa"
"ANO5<XBSP>","Sid Aconorte","PNA","-","Ação","Bovespa"
"CSNA3<XBSP>","Sid Nacional","ON","Siderurgia e metalurgia","Ação","Bovespa"
"RIO4<XBSP>","Sid Riogran","PN","-","Ação","Bovespa"
"CSTB3<XBSP>","Sid Tubarao","ON","-","Ação","Bovespa"
"CSTB4<XBSP>","Sid Tubarao","PN","-","Ação","Bovespa"
"SIFC4<XBSP>","Sifco","PN","-","Ação","Bovespa"
"SIMH3<XBSP>","Simpar","ON","Holdings diversificadas","Ação","Bovespa"
"SQIA3<XBSP>","Sinqia","ON","Programas e serviços","Ação","Bovespa"
"SLCE3<XBSP>","SLC Agricola","ON","Agropecuária","Ação","Bovespa"
"SMFT3<XBSP>","Smart Fit","ON","Viagens e lazer","Ação","Bovespa"
"SMFT13<XBSP>","Smart Fit","PNAB","Viagens e lazer","Ação","Bovespa"
"SMFT14<XBSP>","Smart Fit","PNAE","Viagens e lazer","Ação","Bovespa"
"SMFT15<XBSP>","Smart Fit","PNAG","Viagens e lazer","Ação","Bovespa"
"SMFT6<XBSP>","Smart Fit","PNB","Viagens e lazer","Ação","Bovespa"
"SMFT11<XBSP>","Smart Fit","PNE","Viagens e lazer","Ação","Bovespa"
"SMFT12<XBSP>","Smart Fit","PNG","Viagens e lazer","Ação","Bovespa"
"SMLS3<XBSP>","Smiles","ON","Diversos","Ação","Bovespa"
"SLAL4<XBSP>","Sola","PN","-","Ação","Bovespa"
"SLBR3<XBSP>","Sole Comex","ON","-","Ação","Bovespa"
"SLBR4<XBSP>","Sole Comex","PN","-","Ação","Bovespa"
"SEDU3<XBSP>","Somos Educa","ON","Diversos","Ação","Bovespa"
"ABRE11<XBSP>","Somos Educa","UNT N2","Diversos","Ação","Bovespa"
"SOND3<XBSP>","Sondotecnica","ON","Construção e engenharia","Ação","Bovespa"
"SOND5<XBSP>","Sondotecnica","PNA","Construção e engenharia","Ação","Bovespa"
"SOND6<XBSP>","Sondotecnica","PNB","Construção e engenharia","Ação","Bovespa"
"PVLT3<XBSP>","Souto Vidig","ON","-","Ação","Bovespa"
"CRUZ3<XBSP>","Souza Cruz","ON","-","Ação","Bovespa"
"SPEL3<XBSP>","Spel Empreendim","ON","-","Ação","Bovespa"
"SPEL5<XBSP>","Spel Empreendim","PNA","-","Ação","Bovespa"
"SPRI3<XBSP>","Springer","ON","Holdings diversificadas","Ação","Bovespa"
"SPRI5<XBSP>","Springer","PNA","Holdings diversificadas","Ação","Bovespa"
"SPRI6<XBSP>","Springer","PNB","Holdings diversificadas","Ação","Bovespa"
"SGPS3<XBSP>","Springs","ON","Tecidos vestuário e calçados","Ação","Bovespa"
"BFCV4<XBSP>","Spscs Industrial","PN","-","Ação","Bovespa"
"AHEB3<XBSP>","SPturis","ON","Viagens e lazer","Ação","Bovespa"
"AHEB5<XBSP>","SPturis","PNA","Viagens e lazer","Ação","Bovespa"
"AHEB6<XBSP>","SPturis","PNB","Viagens e lazer","Ação","Bovespa"
"STTR3<XBSP>","Stara","ON","Máquinas e equipamentos","Ação","Bovespa"
"STKF3<XBSP>","Statkraft","ON","Energia elétrica","Ação","Bovespa"
"SUBA3<XBSP>","Submarino","ON","-","Ação","Bovespa"
"BFIT3<XBSP>","Sudameris","ON","-","Ação","Bovespa"
"BFIT4<XBSP>","Sudameris","PN","-","Ação","Bovespa"
"OPSE3<XBSP>","Sudeste S/A","ON","Outros","Ação","Bovespa"
"OPTS3<XBSP>","Sul 116 Part","ON","Outros","Ação","Bovespa"
"SASG3<XBSP>","Sul Amer Nac","ON","-","Ação","Bovespa"
"SULA3<XBSP>","Sul America","ON","Previdência e seguros","Ação","Bovespa"
"SULA4<XBSP>","Sul America","PN","Previdência e seguros","Ação","Bovespa"
"SULA11<XBSP>","Sul America","UNT N2","Previdência e seguros","Ação","Bovespa"
"SLCP3<XBSP>","Sulacap","ON","-","Ação","Bovespa"
"SULT3<XBSP>","Sultepa","ON","Construção e engenharia","Ação","Bovespa"
"SULT4<XBSP>","Sultepa","PN","Construção e engenharia","Ação","Bovespa"
"NEMO3<XBSP>","Suzano Hold","ON","Madeira e papel","Ação","Bovespa"
"NEMO5<XBSP>","Suzano Hold","PNA","Madeira e papel","Ação","Bovespa"
"NEMO6<XBSP>","Suzano Hold","PNB","Madeira e papel","Ação","Bovespa"
"SUZB3<XBSP>","Suzano S.A.","ON","Madeira e papel","Ação","Bovespa"
"SUZB5<XBSP>","Suzano S.A.","PNA","Madeira e papel","Ação","Bovespa"
"SUZB6<XBSP>","Suzano S.A.","PNB","Madeira e papel","Ação","Bovespa"
"SAD4<XBSP>","Sv Engenhar","PN","-","Ação","Bovespa"
"SYNE3<XBSP>","Syn Prop Tec","ON","Exploração de imóveis","Ação","Bovespa"
"TAEE3<XBSP>","Taesa","ON","Energia elétrica","Ação","Bovespa"
"TAEE4<XBSP>","Taesa","PN","Energia elétrica","Ação","Bovespa"
"TAEE11<XBSP>","Taesa","UNT N2","Energia elétrica","Ação","Bovespa"
"TAMM3<XBSP>","Tam S/A","ON","-","Ação","Bovespa"
"TAMM4<XBSP>","Tam S/A","PN","-","Ação","Bovespa"
"TAMR4<XBSP>","Tam Transp","PN","-","Ação","Bovespa"
"TRPN3<XBSP>","Tarpon Inv","ON","Serviços financeiros diversos","Ação","Bovespa"
"TASA3<XBSP>","Taurus Armas","ON","Máquinas e equipamentos","Ação","Bovespa"
"TASA4<XBSP>","Taurus Armas","PN","Máquinas e equipamentos","Ação","Bovespa"
"TRAD3<XBSP>","TC","ON","Programas e serviços","Ação","Bovespa"
"TENE3<XBSP>","Tec Blumenau","ON","Tecidos vestuário e calçados","Ação","Bovespa"
"TENE5<XBSP>","Tec Blumenau","PNA","Tecidos vestuário e calçados","Ação","Bovespa"
"TENE6<XBSP>","Tec Blumenau","PNB","Tecidos vestuário e calçados","Ação","Bovespa"
"TENE7<XBSP>","Tec Blumenau","PNC","Tecidos vestuário e calçados","Ação","Bovespa"
"SJOS3<XBSP>","Tecel S Jose","ON","Tecidos vestuário e calçados","Ação","Bovespa"
"SJOS4<XBSP>","Tecel S Jose","PN","Tecidos vestuário e calçados","Ação","Bovespa"
"TECN3<XBSP>","Technos","ON","Tecidos vestuário e calçados","Ação","Bovespa"
"TCHN3<XBSP>","Technos Rel","ON","-","Ação","Bovespa"
"TCHN4<XBSP>","Technos Rel","PN","-","Ação","Bovespa"
"TCSA3<XBSP>","Tecnisa","ON","Construção civil","Ação","Bovespa"
"TCNO3<XBSP>","Tecnosolo","ON","Construção e engenharia","Ação","Bovespa"
"TCNO4<XBSP>","Tecnosolo","PN","Construção e engenharia","Ação","Bovespa"
"TOYB3<XBSP>","Tectoy","ON","Viagens e lazer","Ação","Bovespa"
"TOYB4<XBSP>","Tectoy","PN","Viagens e lazer","Ação","Bovespa"
"TGMA3<XBSP>","Tegma","ON","Transporte","Ação","Bovespa"
"TEGA3<XBSP>","Tegra Incorp","ON","Construção civil","Ação","Bovespa"
"TEKA3<XBSP>","Teka","ON","Tecidos vestuário e calçados","Ação","Bovespa"
"TEKA4<XBSP>","Teka","PN","Tecidos vestuário e calçados","Ação","Bovespa"
"TKNO3<XBSP>","Tekno","ON","Siderurgia e metalurgia","Ação","Bovespa"
"TKNO4<XBSP>","Tekno","PN","Siderurgia e metalurgia","Ação","Bovespa"
"TBCP4<XBSP>","Tel B Campo","PN","-","Ação","Bovespa"
"TCOC3<XBSP>","Tele Centroeste Cel","ON","-","Ação","Bovespa"
"TCOC4<XBSP>","Tele Centroeste Cel","PN","-","Ação","Bovespa"
"TLCP3<XBSP>","Tele Leste Celular","ON","-","Ação","Bovespa"
"TLCP4<XBSP>","Tele Leste Celular","PN","-","Ação","Bovespa"
"TNEP3<XBSP>","Tele Nordeste Celul","ON","-","Ação","Bovespa"
"TNEP4<XBSP>","Tele Nordeste Celul","PN","-","Ação","Bovespa"
"TNCP3<XBSP>","Tele Nort Cl","ON","-","Ação","Bovespa"
"TNCP4<XBSP>","Tele Nort Cl","PN","-","Ação","Bovespa"
"TSEP3<XBSP>","Tele Sudeste Celula","ON","-","Ação","Bovespa"
"TSEP4<XBSP>","Tele Sudeste Celula","PN","-","Ação","Bovespa"
"TEBA3<XBSP>","Telebahia","ON","-","Ação","Bovespa"
"TEBA5<XBSP>","Telebahia","PNA","-","Ação","Bovespa"
"TEBA6<XBSP>","Telebahia","PNB","-","Ação","Bovespa"
"TBAC3<XBSP>","Telebahia Celular","ON","-","Ação","Bovespa"
"TBAC6<XBSP>","Telebahia Celular","PNB","-","Ação","Bovespa"
"TELB3<XBSP>","Telebras","ON","Telecomunicações","Ação","Bovespa"
"TELB4<XBSP>","Telebras","PN","Telecomunicações","Ação","Bovespa"
"TELB3-old<XBSP>","Telebras (Old)","ON","-","Ação","Bovespa"
"TELB4-old<XBSP>","Telebras (Old)","PN","-","Ação","Bovespa"
"TBRS3<XBSP>","Telebrasilia","ON","-","Ação","Bovespa"
"TBRS4<XBSP>","Telebrasilia","PN","-","Ação","Bovespa"
"VIVT3<XBSP>","Telef Brasil","ON","Telecomunicações","Ação","Bovespa"
"VIVT4<XBSP>","Telef Brasil","PN","Telecomunicações","Ação","Bovespa"
"TDBH3<XBSP>","Telefonica Data Hld","ON","-","Ação","Bovespa"
"TDBH4<XBSP>","Telefonica Data Hld","PN","-","Ação","Bovespa"
"TNLP3<XBSP>","Telemar","ON","-","Ação","Bovespa"
"TNLP4<XBSP>","Telemar","PN","-","Ação","Bovespa"
"TMAR3<XBSP>","Telemar N L","ON","-","Ação","Bovespa"
"TMAR5<XBSP>","Telemar N L","PNA","-","Ação","Bovespa"
"TMAR6<XBSP>","Telemar N L","PNB","-","Ação","Bovespa"
"TMGR3<XBSP>","Telemig","ON","-","Ação","Bovespa"
"TMGR6<XBSP>","Telemig","PNB","-","Ação","Bovespa"
"TMGC3<XBSP>","Telemig Cl","ON","-","Ação","Bovespa"
"TMGC6<XBSP>","Telemig Cl","PNB","-","Ação","Bovespa"
"TMGC7<XBSP>","Telemig Cl","PNC","-","Ação","Bovespa"
"TMGC8<XBSP>","Telemig Cl","PND","-","Ação","Bovespa"
"TMGC11<XBSP>","Telemig Cl","PNE","-","Ação","Bovespa"
"TMGC12<XBSP>","Telemig Cl","PNF","-","Ação","Bovespa"
"TMGC13<XBSP>","Telemig Cl","PNG","-","Ação","Bovespa"
"TMCP3<XBSP>","Telemig Part","ON","-","Ação","Bovespa"
"TMCP4<XBSP>","Telemig Part","PN","-","Ação","Bovespa"
"TRJC3<XBSP>","Telerj Cel","ON","-","Ação","Bovespa"
"TRJC6<XBSP>","Telerj Cel","PNB","-","Ação","Bovespa"
"TSPC3<XBSP>","Telesp Cel","ON","-","Ação","Bovespa"
"TSPC6<XBSP>","Telesp Cel","PNB","-","Ação","Bovespa"
"TLPP3F<XBSP>","Telesp Part","ON","-","Ação","Bovespa"
"TLPP4F<XBSP>","Telesp Part","PN","-","Ação","Bovespa"
"TETE3<XBSP>","Telet","ON","-","Ação","Bovespa"
"TETE6<XBSP>","Telet","PNB","-","Ação","Bovespa"
"TLVT3B<XBSP>","Telinvest","ON","Outros","Ação","Bovespa"
"TEMP3<XBSP>","Tempo Part","ON","-","Ação","Bovespa"
"TEND3<XBSP>","Tenda","ON","Construção civil","Ação","Bovespa"
"TEND3-old<XBSP>","Tenda","ON-old","Construção civil","Ação","Bovespa"
"TERI3<XBSP>","Tereos","ON","-","Ação","Bovespa"
"LAND3<XBSP>","Terrasantapa","ON","Agropecuária","Ação","Bovespa"
"TXRX3<XBSP>","Tex Renaux","ON","Tecidos vestuário e calçados","Ação","Bovespa"
"TXRX4<XBSP>","Tex Renaux","PN","Tecidos vestuário e calçados","Ação","Bovespa"
"TARP11<XBSP>","Tig Ltd","A","-","Ação","Bovespa"
"TIMS3<XBSP>","Tim","ON","Telecomunicações","Ação","Bovespa"
"TCSL4<XBSP>","Tim","PN","Telecomunicações","Ação","Bovespa"
"TPEC3B<XBSP>","Tim Nordeste","ON","-","Ação","Bovespa"
"TPEC6B<XBSP>","Tim Nordeste","PNB","-","Ação","Bovespa"
"TPEC7B<XBSP>","Tim Nordeste","PNC","-","Ação","Bovespa"
"TPEC8B<XBSP>","Tim Nordeste","PND","-","Ação","Bovespa"
"TPRC3<XBSP>","Tim Sul","ON","-","Ação","Bovespa"
"TPRC6<XBSP>","Tim Sul","PNB","-","Ação","Bovespa"
"SHOW3<XBSP>","Time For Fun","ON","Viagens e lazer","Ação","Bovespa"
"TVIT3<XBSP>","Tivit","ON","-","Ação","Bovespa"
"TOTS3<XBSP>","Totvs","ON","Programas e serviços","Ação","Bovespa"
"TFCO4<XBSP>","Track Field","PN","Tecidos vestuário e calçados","Ação","Bovespa"
"TRFO3<XBSP>","Trafo","ON","-","Ação","Bovespa"
"TRFO4<XBSP>","Trafo","PN","-","Ação","Bovespa"
"TRBR4<XBSP>","Transbrasil","PN","-","Ação","Bovespa"
"TRPA4<XBSP>","Transparana","PN","-","Ação","Bovespa"
"LUXM3<XBSP>","Trevisa","ON","Transporte","Ação","Bovespa"
"LUXM4<XBSP>","Trevisa","PN","Transporte","Ação","Bovespa"
"CPCA4<XBSP>","Trikem","PN","-","Ação","Bovespa"
"TRIS3<XBSP>","Trisul","ON","Construção civil","Ação","Bovespa"
"TPIS3<XBSP>","Triunfo Part","ON","Transporte","Ação","Bovespa"
"TRMB4<XBSP>","Trombini","PN","-","Ação","Bovespa"
"TROR3<XBSP>","Trorion","ON","-","Ação","Bovespa"
"TROR4<XBSP>","Trorion","PN","-","Ação","Bovespa"
"TUPY3<XBSP>","Tupy","ON","Material de transporte","Ação","Bovespa"
"TUPY4<XBSP>","Tupy","PN","Material de transporte","Ação","Bovespa"
"UGPA3<XBSP>","Ultrapar","ON","Petróleo gás e biocombustíveis","Ação","Bovespa"
"UGPA4<XBSP>","Ultrapar","PN","Petróleo gás e biocombustíveis","Ação","Bovespa"
"UBBR3<XBSP>","Unibanco","ON","-","Ação","Bovespa"
"UBBR4<XBSP>","Unibanco","PN","-","Ação","Bovespa"
"UBBR11<XBSP>","Unibanco","UnN1","-","Ação","Bovespa"
"UBHD3<XBSP>","Unibanco Hld","ON","-","Ação","Bovespa"
"UBHD6<XBSP>","Unibanco Hld","PNB","-","Ação","Bovespa"
"UCAS3<XBSP>","Unicasa","ON","Utilidades domésticas","Ação","Bovespa"
"FIQE3<XBSP>","Unifique","ON","Telecomunicações","Ação","Bovespa"
"UNIP3<XBSP>","Unipar","ON","Químicos","Ação","Bovespa"
"UNIP5<XBSP>","Unipar","PNA","Químicos","Ação","Bovespa"
"UNIP6<XBSP>","Unipar","PNB","Químicos","Ação","Bovespa"
"UOLL3<XBSP>","Uol","ON","-","Ação","Bovespa"
"UOLL4<XBSP>","Uol","PN","-","Ação","Bovespa"
"UPKP3<XBSP>","Uptick","ON","Energia elétrica","Ação","Bovespa"
"USIM3<XBSP>","Usiminas","ON","Siderurgia e metalurgia","Ação","Bovespa"
"USIM5<XBSP>","Usiminas","PNA","Siderurgia e metalurgia","Ação","Bovespa"
"USIM6<XBSP>","Usiminas","PNB","Siderurgia e metalurgia","Ação","Bovespa"
"UCOP3<XBSP>","Usin C Pinto","ON","-","Ação","Bovespa"
"UCOP4<XBSP>","Usin C Pinto","PN","-","Ação","Bovespa"
"VALE3<XBSP>","Vale","ON","Mineração","Ação","Bovespa"
"VALE5<XBSP>","Vale","PNA","Mineração","Ação","Bovespa"
"FFTL3<XBSP>","Valefert","ON","-","Ação","Bovespa"
"FFTL4<XBSP>","Valefert","PN","-","Ação","Bovespa"
"VLTR3B<XBSP>","Valetron","ON","-","Ação","Bovespa"
"VLTR5B<XBSP>","Valetron","PNA","-","Ação","Bovespa"
"VLTR6B<XBSP>","Valetron","PNB","-","Ação","Bovespa"
"VLID3<XBSP>","Valid","ON","Serviços diversos","Ação","Bovespa"
"VAMO3<XBSP>","Vamos","ON","Diversos","Ação","Bovespa"
"VPSC3<XBSP>","Varig Serv","ON","-","Ação","Bovespa"
"VPSC4<XBSP>","Varig Serv","PN","-","Ação","Bovespa"
"VPTA3<XBSP>","Varig Transp","ON","-","Ação","Bovespa"
"VPTA4<XBSP>","Varig Transp","PN","-","Ação","Bovespa"
"VASP3<XBSP>","Vasp","ON","-","Ação","Bovespa"
"NCNE3<XBSP>","VBC Energia","ON","-","Ação","Bovespa"
"NCNE5<XBSP>","VBC Energia","PNA","-","Ação","Bovespa"
"VSTE3<XBSP>","Veste","ON","Comércio","Ação","Bovespa"
"VBBR3<XBSP>","Vibra","ON","Petróleo gás e biocombustíveis","Ação","Bovespa"
"VINE3<XBSP>","Vicunha Text","ON","-","Ação","Bovespa"
"VINE5<XBSP>","Vicunha Text","PNA","-","Ação","Bovespa"
"VINE6<XBSP>","Vicunha Text","PNB","-","Ação","Bovespa"
"VGOR3<XBSP>","Vigor","ON","-","Ação","Bovespa"
"VGOR4<XBSP>","Vigor","PN","-","Ação","Bovespa"
"VIGR3<XBSP>","Vigor Food","ON","-","Ação","Bovespa"
"VTRU3<XBSP>","Vitrueduca","ON","-","Ação","Bovespa"
"VITT3<XBSP>","Vittia","ON","Químicos","Ação","Bovespa"
"VIVA3<XBSP>","Vivara S.A.","ON","Tecidos vestuário e calçados","Ação","Bovespa"
"VVAX3<XBSP>","Vivax","ON","-","Ação","Bovespa"
"VVAX4<XBSP>","Vivax","PN","-","Ação","Bovespa"
"VVAX11<XBSP>","Vivax","UNT N2","-","Ação","Bovespa"
"VVEO3<XBSP>","Viveo","ON","Comércio e distribuição","Ação","Bovespa"
"VIVR3<XBSP>","Viver","ON","Construção civil","Ação","Bovespa"
"VIVO3<XBSP>","Vivo","ON","-","Ação","Bovespa"
"VIVO4<XBSP>","Vivo","PN","-","Ação","Bovespa"
"VTEC4<XBSP>","Votec","PN","-","Ação","Bovespa"
"VULC3<XBSP>","Vulcabras","ON","Tecidos vestuário e calçados","Ação","Bovespa"
"VULC4<XBSP>","Vulcabras","PN","Tecidos vestuário e calçados","Ação","Bovespa"
"WDCN3<XBSP>","Wdc Networks","ON","Programas e serviços","Ação","Bovespa"
"WEGE3<XBSP>","Weg","ON","Máquinas e equipamentos","Ação","Bovespa"
"WEGE4<XBSP>","Weg","PN","Máquinas e equipamentos","Ação","Bovespa"
"WMBY3<XBSP>","Wembley","ON","Tecidos vestuário e calçados","Ação","Bovespa"
"WMBY4<XBSP>","Wembley","PN","Tecidos vestuário e calçados","Ação","Bovespa"
"WET4<XBSP>","Wentex","PN","-","Ação","Bovespa"
"WEST3<XBSP>","Westwing","ON","Programas e serviços","Ação","Bovespa"
"MWET3<XBSP>","Wetzel S/A","ON","Material de transporte","Ação","Bovespa"
"MWET4<XBSP>","Wetzel S/A","PN","Material de transporte","Ação","Bovespa"
"WHRL3<XBSP>","Whirlpool","ON","Utilidades domésticas","Ação","Bovespa"
"WHRL4<XBSP>","Whirlpool","PN","Utilidades domésticas","Ação","Bovespa"
"WHMT3<XBSP>","White Martins","ON","-","Ação","Bovespa"
"WISA3<XBSP>","Wiest","ON","-","Ação","Bovespa"
"WISA4<XBSP>","Wiest","PN","-","Ação","Bovespa"
"PORT3<XBSP>","Wilson Sons","ON","Transporte","Ação","Bovespa"
"WIZC3<XBSP>","Wiz Co","ON","Previdência e seguros","Ação","Bovespa"
"WLMM3<XBSP>","Wlm Ind Com","ON","Comércio","Ação","Bovespa"
"WLMM4<XBSP>","Wlm Ind Com","PN","Comércio","Ação","Bovespa"
"WWOW3<XBSP>","Wow","ON","-","Ação","Bovespa"
"ILMD3<XBSP>","Yara Brasil","ON","-","Ação","Bovespa"
"ILMD4<XBSP>","Yara Brasil","PN","-","Ação","Bovespa"
"YBRA3<XBSP>","Ybyra S/A","ON","Outros","Ação","Bovespa"
"YDUQ3<XBSP>","Yduqs Part","ON","Diversos","Ação","Bovespa"
"ESTC4<XBSP>","Yduqs Part","PN","Diversos","Ação","Bovespa"
"ESTC11<XBSP>","Yduqs Part","UNT N2","Diversos","Ação","Bovespa"
"OPZI3B<XBSP>","Zain Part","ON","Outros","Ação","Bovespa"
"ZAMP3<XBSP>","Zamp S.A.","ON","Hotéis e restaurantes","Ação","Bovespa"
"ZIVI4<XBSP>","Zivi","PN","-","Ação","Bovespa"
