ticker,data,ano_mes_carteira,market_cap,indicator_rank,tercile
EZTC3,2022,2023,2929428.1913,82.0,2
YDUQ3,2022,2023,2951252.64,83.0,2
AGRO3,2022,2023,2960222.6368,84.0,2
BRPR3,2022,2023,2969230.18,85.0,2
VULC3,2022,2023,3060894.72,86.0,2
ECOR3,2022,2023,3095513.45,87.0,2
SBFG3,2022,2023,3113158.6436,88.0,2
RIAA3,2022,2023,3254767.3088,89.0,2
MLAS3,2022,2023,3274606.0802,90.0,2
IGTI11,2022,2023,3297334.5936,91.0,2
JHSF3,2022,2023,3395591.6134,92.0,2
ENAT3,2022,2023,3556305.864,93.0,2
CURY3,2022,2023,3669935.0861,94.0,2
MRVE3,2022,2023,3672563.2,95.0,2
LOGN3,2022,2023,3694552.9569,96.0,2
BHIA3,2022,2023,3792806.4,97.0,2
LEVE3,2022,2023,3840910.4944,98.0,2
BOAS3,2022,2023,3851850.5936,99.0,2
TUPY3,2022,2023,3910004.5565,100.0,2
COGN3,2022,2023,3974347.8223,101.0,2
ARML3,2022,2023,4057618.5817,102.0,2
LWSA3,2022,2023,4138023.0715,103.0,2
PCAR3,2022,2023,4460053.08,104.0,2
GETT11,2022,2023,4480133.2848,105.0,2
ALOS3,2022,2023,4520050.205,106.0,2
VVEO3,2022,2023,4570431.6288,107.0,2
TTEN3,2022,2023,4632207.76,108.0,2
BLAU3,2022,2023,4680505.0505,109.0,2
FESA4,2022,2023,4742102.549,110.0,2
PORT3,2022,2023,4756060.566,111.0,2
CYRE3,2022,2023,4910804.17,112.0,2
SAUD3,2022,2023,4989035.8369,113.0,2
SAPR11,2022,2023,5146810.8827,114.0,2
VIVA3,2022,2023,5284287.2215,115.0,2
GRND3,2022,2023,5437202.76,116.0,2
DXCO3,2022,2023,5477704.38,117.0,2
SIMH3,2022,2023,5585045.8264,118.0,2
FLRY3,2022,2023,5660941.3829,119.0,2
MBRF3,2022,2023,5739301.3296,120.0,2
AESB3,2022,2023,5814617.8243,121.0,2
CSMG3,2022,2023,5949349.89,122.0,2
SRNA3,2022,2023,5978213.3376,123.0,2
STBP3,2022,2023,6744747.24,124.0,2
BRML3,2022,2023,6802090.7,125.0,2
CBAV3,2022,2023,6881874.9961,126.0,2
DASA3,2022,2023,7367993.1129,127.0,2
BEEF3,2022,2023,7580695.4827,128.0,2
BRAV3,2022,2023,7666558.108,129.0,2
SOMA3,2022,2023,7957338.3622,130.0,2
SMFT3,2022,2023,7967032.7075,131.0,2
GGPS3,2022,2023,7976232.2249,132.0,2
ALUP11,2022,2023,8162699.7907,133.0,2
AZZA3,2022,2023,8622060.5253,134.0,3
AMER3,2022,2023,8709338.1395,135.0,3
UNIP6,2022,2023,8907029.8178,136.0,3
BRFS3,2022,2023,8926807.5097,137.0,3
USIM5,2022,2023,8989636.7318,138.0,3
SULA11,2022,2023,9058082.766,139.0,3
ALPA4,2022,2023,9089554.7441,140.0,3
SMTO3,2022,2023,9185866.7503,141.0,3
SLCE3,2022,2023,9580202.7247,142.0,3
RECV3,2022,2023,9699620.5102,143.0,3
INTB3,2022,2023,9975758.2995,144.0,3
EMBJ3,2022,2023,10512598.23,145.0,3
BRAP4,2022,2023,11110184.34,146.0,3
ENBR3,2022,2023,11766703.41,147.0,3
TAEE11,2022,2023,12028425.77,148.0,3
MDIA3,2022,2023,12045359.998,149.0,3
MULT3,2022,2023,12817675.362,150.0,3
VAMO3,2022,2023,12860353.701,151.0,3
GOAU4,2022,2023,13065594.197,152.0,3
UGPA3,2022,2023,13810453.387,153.0,3
GMAT3,2022,2023,13963067.219,154.0,3
CIEL3,2022,2023,14118470.608,155.0,3
AURE3,2022,2023,14730000.0,156.0,3
PSSA3,2022,2023,14770232.45,157.0,3
NATU3,2022,2023,15943920.12,158.0,3
TOTS3,2022,2023,16603536.974,159.0,3
ISAE4,2022,2023,16689045.497,160.0,3
VBBR3,2022,2023,17336757.2,161.0,3
MGLU3,2022,2023,18295589.568,162.0,3
NEOE3,2022,2023,18753155.122,163.0,3
ENEV3,2022,2023,18870575.75,164.0,3
CSNA3,2022,2023,19294666.929,165.0,3
BRKM5,2022,2023,19608736.593,166.0,3
LREN3,2022,2023,19873484.8,167.0,3
ENGI11,2022,2023,20444043.497,168.0,3
CPLE6,2022,2023,20597462.964,169.0,3
MOTV3,2022,2023,21856378.36,170.0,3
KLBN11,2022,2023,22138746.144,171.0,3
CMIN3,2022,2023,22380182.459,172.0,3
CXSE3,2022,2023,25050000.0,173.0,3
CMIG4,2022,2023,28200446.98,174.0,3
HYPE3,2022,2023,28561765.734,175.0,3
EQTL3,2022,2023,29723742.385,176.0,3
TIMS3,2022,2023,30014879.52,177.0,3
EGIE3,2022,2023,30907342.791,178.0,3
CRFB3,2022,2023,31092172.691,179.0,3
PRIO3,2022,2023,31386412.484,180.0,3
CSAN3,2022,2023,31956844.272,181.0,3
RAIL3,2022,2023,34472760.796,182.0,3
HAPV3,2022,2023,36057925.664,183.0,3
CPFE3,2022,2023,38254847.408,184.0,3
RAIZ4,2022,2023,38590161.313,185.0,3
RADL3,2022,2023,39084634.459,186.0,3
GGBR4,2022,2023,46079187.653,187.0,3
JBSS3,2022,2023,48776378.976,188.0,3
RENT3,2022,2023,52059498.4,189.0,3
VIVT3,2022,2023,62082400.634,190.0,3
SUZB3,2022,2023,63163141.204,191.0,3
RDOR3,2022,2023,66642510.478,192.0,3
BBSE3,2022,2023,67309648.057,193.0,3
B3SA3,2022,2023,76043469.057,194.0,3
ITSA4,2022,2023,83859228.29,195.0,3
AXIA3,2022,2023,97238415.839,196.0,3
WEGE3,2022,2023,161588553.29,197.0,3
ABEV3,2022,2023,228569992.2,198.0,3
PETR4,2022,2023,345928429.99,199.0,3
VALE3,2022,2023,398455973.71,200.0,3
LUPA3,2023,2024,92745.37376,1.0,1
VIVR3,2023,2024,122883.63,2.0,1
SEQL3,2023,2024,133698.2899,3.0,1
RCSL3,2023,2024,176849.92,4.0,1
TOKY3,2023,2024,216174.7,5.0,1
AMAR3,2023,2024,254924.16,6.0,1
PRNR3,2023,2024,434166.6069,7.0,1
ESPA3,2023,2024,440936.14052,8.0,1
HBOR3,2023,2024,468409.82,9.0,1
ETER3,2023,2024,525254.22,10.0,1
MEAL3,2023,2024,565177.1994,11.0,1
MTRE3,2023,2024,651572.8912,12.0,1
GFSA3,2023,2024,658898.28,13.0,1
CASH3,2023,2024,688312.70925,14.0,1
CLSA3,2023,2024,704722.725,15.0,1
SYNE3,2023,2024,731164.76,16.0,1
QUAL3,2023,2024,949444.2608,17.0,1
POSI3,2023,2024,975276.96,18.0,1
SEER3,2023,2024,1008711.2136,19.0,1
PTBL3,2023,2024,1051763.02,20.0,1
TRIS3,2023,2024,1056255.4,21.0,1
BHIA3,2023,2024,1079540.94,22.0,1
PCAR3,2023,2024,1096114.74,23.0,1
AERI3,2023,2024,1102013.8605,24.0,1
MDNE3,2023,2024,1116464.3341,25.0,1
LJQQ3,2023,2024,1129257.3703,26.0,1
WIZC3,2023,2024,1159327.7945,27.0,1
IFCM3,2023,2024,1179070.6991,28.0,1
ROMI3,2023,2024,1189923.5435,29.0,1
BMOB3,2023,2024,1207050.488,30.0,1
AALR3,2023,2024,1228036.732,31.0,1
OPCT3,2023,2024,1257208.579,32.0,1
VITT3,2023,2024,1516126.9747,33.0,1
ZAMP3,2023,2024,1520605.9803,34.0,1
DESK3,2023,2024,1627546.6714,35.0,1
EVEN3,2023,2024,1628954.7968,36.0,1
VLID3,2023,2024,1642630.2115,37.0,1
BRIT3,2023,2024,1653713.6384,38.0,1
ANIM3,2023,2024,1683144.6419,39.0,1
MLAS3,2023,2024,1698432.9406,40.0,1
LAVV3,2023,2024,1721776.6411,41.0,1
AUAU3,2023,2024,1781147.7737,42.0,1
TEND3,2023,2024,1825484.02,43.0,1
CVCB3,2023,2024,1839539.6985,44.0,1
TGMA3,2023,2024,1865379.5699,45.0,1
SOJA3,2023,2024,1901187.491,46.0,1
TASA4,2023,2024,1906994.8414,47.0,1
KEPL3,2023,2024,1931986.8,48.0,1
CSED3,2023,2024,1932075.5256,49.0,1
MYPK3,2023,2024,1936980.3,50.0,1
PNVL3,2023,2024,1988664.3766,51.0,1
PGMN3,2023,2024,2134351.5098,52.0,1
ELMD3,2023,2024,2178902.7243,53.0,1
LOGG3,2023,2024,2290032.0,54.0,1
PLPL3,2023,2024,2315630.08,55.0,1
JALL3,2023,2024,2364133.6858,56.0,1
CEAB3,2023,2024,2392805.4674,57.0,1
TFCO4,2023,2024,2400561.555,58.0,1
SHUL4,2023,2024,2517898.6452,59.0,1
AURA33,2023,2024,2528979.74,60.0,1
RANI3,2023,2024,2618943.6,61.0,1
AGRO3,2023,2024,2660728.8565,62.0,2
AMBP3,2023,2024,2714430.3713,63.0,2
SBFG3,2023,2024,2858471.7354,64.0,2
CAML3,2023,2024,2893816.575,65.0,2
BLAU3,2023,2024,2915740.927,66.0,2
LIGT3,2023,2024,2980442.592,67.0,2
HBSA3,2023,2024,2995909.02,68.0,2
CBAV3,2023,2024,3038749.9983,69.0,2
MATD3,2023,2024,3190062.5654,70.0,2
ORVR3,2023,2024,3206885.66,71.0,2
RIAA3,2023,2024,3264751.2576,72.0,2
MILS3,2023,2024,3279570.0,73.0,2
JSLG3,2023,2024,3542461.4472,74.0,2
LWSA3,2023,2024,3543109.4729,75.0,2
IRBR3,2023,2024,3625639.8941,76.0,2
JHSF3,2023,2024,3776017.2686,77.0,2
DIRR3,2023,2024,3866607.5993,78.0,2
IGTI11,2023,2024,3925811.7651,79.0,2
LOGN3,2023,2024,4073783.3705,80.0,2
EZTC3,2023,2024,4078950.6461,81.0,2
RAPT4,2023,2024,4108950.4,82.0,2
TUPY3,2023,2024,4187345.52,83.0,2
MOVI3,2023,2024,4254007.4103,84.0,2
BEEF3,2023,2024,4383400.5791,85.0,2
FESA4,2023,2024,4419489.583,86.0,2
VVEO3,2023,2024,4464655.7616,87.0,2
FRAS3,2023,2024,4539272.0,88.0,2
LEVE3,2023,2024,4789948.26,89.0,2
VULC3,2023,2024,4937321.0,90.0,2
CURY3,2023,2024,5215018.3411,91.0,2
ENAT3,2023,2024,5293217.3305,92.0,2
SOMA3,2023,2024,5846367.9289,93.0,2
TTEN3,2023,2024,5997882.52,94.0,2
POMO4,2023,2024,6142307.5094,95.0,2
BRAV3,2023,2024,6306803.8816,96.0,2
MRVE3,2023,2024,6310923.1,97.0,2
SRNA3,2023,2024,6357709.2727,98.0,2
RECV3,2023,2024,6366395.4636,99.0,2
GRND3,2023,2024,6378228.78,100.0,2
SAUD3,2023,2024,6419999.6041,101.0,2
DXCO3,2023,2024,6521705.94,102.0,2
YDUQ3,2023,2024,6532156.68,103.0,2
COGN3,2023,2024,6533126.8693,104.0,2
ECOR3,2023,2024,6552749.82,105.0,2
ONCO3,2023,2024,6607703.778,106.0,2
ALPA4,2023,2024,6937630.3718,107.0,2
AZZA3,2023,2024,7162133.4632,108.0,2
DASA3,2023,2024,7186602.5969,109.0,2
INTB3,2023,2024,7207444.42,110.0,2
AESB3,2023,2024,7415744.4715,111.0,2
PORT3,2023,2024,7682206.194,112.0,2
UNIP6,2023,2024,7711455.5039,113.0,2
CSMG3,2023,2024,7765626.88,114.0,2
SIMH3,2023,2024,7964410.0784,115.0,2
VIVA3,2023,2024,8055627.8795,116.0,2
STBP3,2023,2024,8090770.12,117.0,2
SLCE3,2023,2024,8283540.7566,118.0,2
SAPR11,2023,2024,8576432.262,119.0,2
MBRF3,2023,2024,9012585.8029,120.0,2
CYRE3,2023,2024,9028097.68,121.0,2
ALUP11,2023,2024,9604066.1613,122.0,2
BRAP4,2023,2024,9768112.12,123.0,3
FLRY3,2023,2024,9832538.5035,124.0,3
SMTO3,2023,2024,10152253.184,125.0,3
VAMO3,2023,2024,11041080.682,126.0,3
GOAU4,2023,2024,11295509.495,127.0,3
USIM5,2023,2024,11372588.194,128.0,3
CIEL3,2023,2024,12472729.338,129.0,3
GGPS3,2023,2024,12670409.533,130.0,3
MDIA3,2023,2024,12992230.462,131.0,3
TAEE11,2023,2024,13242045.09,132.0,3
AURE3,2023,2024,13310000.0,133.0,3
MGLU3,2023,2024,14454528.222,134.0,3
ALOS3,2023,2024,14683505.696,135.0,3
SMFT3,2023,2024,15259886.782,136.0,3
GMAT3,2023,2024,15861873.929,137.0,3
EMBJ3,2023,2024,16448432.87,138.0,3
MULT3,2023,2024,16541780.429,139.0,3
LREN3,2023,2024,16646569.42,140.0,3
BRKM5,2023,2024,17347001.934,141.0,3
PSSA3,2023,2024,18424955.34,142.0,3
ISAE4,2023,2024,19768950.257,143.0,3
TOTS3,2023,2024,20342233.641,144.0,3
ENEV3,2023,2024,21540165.92,145.0,3
HYPE3,2023,2024,22626479.59,146.0,3
BRFS3,2023,2024,23182240.285,147.0,3
NATU3,2023,2024,23319077.16,148.0,3
KLBN11,2023,2024,24348734.097,149.0,3
VBBR3,2023,2024,25376489.6,150.0,3
ENGI11,2023,2024,25461331.429,151.0,3
NEOE3,2023,2024,25868174.677,152.0,3
CSNA3,2023,2024,26071006.998,153.0,3
CRFB3,2023,2024,26248265.417,154.0,3
CMIG4,2023,2024,27947872.2,155.0,3
MOTV3,2023,2024,28599903.267,156.0,3
UGPA3,2023,2024,29134942.022,157.0,3
CPLE6,2023,2024,29809465.332,158.0,3
HAPV3,2023,2024,33353226.11,159.0,3
CSAN3,2023,2024,36155892.311,160.0,3
EGIE3,2023,2024,36986004.454,161.0,3
PRIO3,2023,2024,38430160.931,162.0,3
CXSE3,2023,2024,38700000.0,163.0,3
EQTL3,2023,2024,39899964.759,164.0,3
GGBR4,2023,2024,40127388.977,165.0,3
RAIZ4,2023,2024,41614242.797,166.0,3
RAIL3,2023,2024,42446109.227,167.0,3
CMIN3,2023,2024,42514956.859,168.0,3
TIMS3,2023,2024,43401340.715,169.0,3
CPFE3,2023,2024,44373318.484,170.0,3
RADL3,2023,2024,50402841.325,171.0,3
JBSS3,2023,2024,55253278.777,172.0,3
RDOR3,2023,2024,64842488.98,173.0,3
BBSE3,2023,2024,66521563.378,174.0,3
RENT3,2023,2024,67261125.287,175.0,3
SUZB3,2023,2024,71726652.595,176.0,3
B3SA3,2023,2024,81095678.703,177.0,3
VIVT3,2023,2024,88314089.174,178.0,3
AXIA3,2023,2024,96729083.355,179.0,3
ITSA4,2023,2024,106996426.07,180.0,3
WEGE3,2023,2024,154846098.09,181.0,3
ABEV3,2023,2024,216239934.77,182.0,3
VALE3,2023,2024,331948729.73,183.0,3
PETR4,2023,2024,494840194.2,184.0,3
SEQL3,2024,2025,57242.69354,1.0,1
GFSA3,2024,2025,97967.14,2.0,1
HBOR3,2024,2025,183117.72,3.0,1
AZEV4,2024,2025,185730.34274,4.0,1
ENJU3,2024,2025,215267.85,5.0,1
CASH3,2024,2025,239715.47875,6.0,1
BHIA3,2024,2025,274758.08,7.0,1
HBRE3,2024,2025,306645.96936,8.0,1
MTRE3,2024,2025,306746.978,9.0,1
ETER3,2024,2025,313182.6096,10.0,1
AERI3,2024,2025,350005.2419,11.0,1
LJQQ3,2024,2025,421357.68,12.0,1
QUAL3,2024,2025,427611.83552,13.0,1
PTBL3,2024,2025,516012.42,14.0,1
SEER3,2024,2025,569792.97,15.0,1
ANIM3,2024,2025,596770.80636,16.0,1
PRNR3,2024,2025,626525.35137,17.0,1
CSUD3,2024,2025,635727.4,18.0,1
VVEO3,2024,2025,647407.0314,19.0,1
POSI3,2024,2025,722822.38,20.0,1
MELK3,2024,2025,725166.10765,21.0,1
CVCB3,2024,2025,725304.22398,22.0,1
PFRM3,2024,2025,760745.26811,23.0,1
ROMI3,2024,2025,786361.10468,24.0,1
TRIS3,2024,2025,792115.38,25.0,1
VITT3,2024,2025,810049.8906,26.0,1
VTRU3,2024,2025,823299.57248,27.0,1
SYNE3,2024,2025,845647.76,28.0,1
MLAS3,2024,2025,855857.5044,29.0,1
WIZC3,2024,2025,890683.56074,30.0,1
ZAMP3,2024,2025,901539.66682,31.0,1
MDNE3,2024,2025,905183.9316,32.0,1
OPCT3,2024,2025,1048773.8856,33.0,1
EVEN3,2024,2025,1055149.5054,34.0,1
TASA4,2024,2025,1066684.5219,35.0,1
BMOB3,2024,2025,1162561.9634,36.0,1
CSED3,2024,2025,1166536.1664,37.0,1
DESK3,2024,2025,1208226.9224,38.0,1
FIQE3,2024,2025,1235673.488,39.0,1
MATD3,2024,2025,1242955.987,40.0,1
PCAR3,2024,2025,1249596.9,41.0,1
MOVI3,2024,2025,1264177.3756,42.0,1
PNVL3,2024,2025,1309383.7768,43.0,1
BRIT3,2024,2025,1363979.443,44.0,1
SOJA3,2024,2025,1379011.5776,45.0,1
TFCO4,2024,2025,1391655.8489,46.0,1
JALL3,2024,2025,1399181.161,47.0,1
LAVV3,2024,2025,1463803.2965,48.0,1
ONCO3,2024,2025,1480734.8735,49.0,1
LIGT3,2024,2025,1512574.6154,50.0,1
TEND3,2024,2025,1531289.36,51.0,1
JSLG3,2024,2025,1539224.5595,52.0,1
LOGG3,2024,2025,1567428.31,53.0,1
RANI3,2024,2025,1592667.78,54.0,1
KEPL3,2024,2025,1614046.77,55.0,1
MYPK3,2024,2025,1689405.6,56.0,1
ARML3,2024,2025,1741389.2846,57.0,1
PGMN3,2024,2025,1816554.5348,58.0,1
PLPL3,2024,2025,1823037.265,59.0,1
AUAU3,2024,2025,1835258.5921,60.0,2
CLSA3,2024,2025,1849192.4304,61.0,2
LWSA3,2024,2025,1853674.3547,62.0,2
TGMA3,2024,2025,1887798.4124,63.0,2
MILS3,2024,2025,1892857.3763,64.0,2
VLID3,2024,2025,1923211.2771,65.0,2
CAML3,2024,2025,1995266.7072,66.0,2
COGN3,2024,2025,2010332.0617,67.0,2
SHUL4,2024,2025,2042917.398,68.0,2
HBSA3,2024,2025,2091053.25,69.0,2
AGRO3,2024,2025,2271357.7813,70.0,2
BLAU3,2024,2025,2336501.7179,71.0,2
CEAB3,2024,2025,2347198.5835,72.0,2
EZTC3,2024,2025,2362301.3635,73.0,2
DASA3,2024,2025,2374325.2986,74.0,2
YDUQ3,2024,2025,2374488.9,75.0,2
JHSF3,2024,2025,2473029.5761,76.0,2
SBFG3,2024,2025,2577184.2656,77.0,2
IGTI11,2024,2025,2741881.713,78.0,2
ECOR3,2024,2025,2949433.04,79.0,2
MRVE3,2024,2025,2988606.06,80.0,2
BEEF3,2024,2025,2994579.116,81.0,2
SIMH3,2024,2025,3018460.832,82.0,2
CBAV3,2024,2025,3053532.37,83.0,2
RAPT4,2024,2025,3054363.72,84.0,2
TUPY3,2024,2025,3071561.0508,85.0,2
RIAA3,2024,2025,3090032.1536,86.0,2
ORVR3,2024,2025,3139695.35,87.0,2
FESA4,2024,2025,3165263.892,88.0,2
SRNA3,2024,2025,3424785.9305,89.0,2
IRBR3,2024,2025,3474230.5531,90.0,2
LEVE3,2024,2025,3721900.94,91.0,2
ELMD3,2024,2025,3984461.8814,92.0,2
ALPA4,2024,2025,4111966.657,93.0,2
INTB3,2024,2025,4186272.7764,94.0,2
VULC3,2024,2025,4217155.97,95.0,2
GRND3,2024,2025,4402540.8,96.0,2
VIVA3,2024,2025,4524966.1958,97.0,2
DIRR3,2024,2025,4601583.5292,98.0,2
RECV3,2024,2025,4751137.8699,99.0,2
MGLU3,2024,2025,4784391.4365,100.0,2
DXCO3,2024,2025,4817849.44,101.0,2
CURY3,2024,2025,5061379.6685,102.0,2
VAMO3,2024,2025,5132534.3008,103.0,2
UNIP6,2024,2025,5326416.7969,104.0,2
AURA33,2024,2025,5432062.8314,105.0,2
FRAS3,2024,2025,5473828.0,106.0,2
SAUD3,2024,2025,5932892.782,107.0,2
AZZA3,2024,2025,6107353.9666,108.0,2
CYRE3,2024,2025,6212717.4,109.0,2
USIM5,2024,2025,6548614.9512,110.0,2
FLRY3,2024,2025,6569456.4497,111.0,2
MDIA3,2024,2025,6721295.4152,112.0,2
TTEN3,2024,2025,6845098.2698,113.0,2
PORT3,2024,2025,7192349.549,114.0,2
POMO4,2024,2025,7592934.2573,115.0,2
SMTO3,2024,2025,7683980.3327,116.0,2
SLCE3,2024,2025,7712549.775,117.0,2
CSMG3,2024,2025,7894548.42,118.0,2
SAPR11,2024,2025,8213827.2983,119.0,3
ALUP11,2024,2025,8527102.6723,120.0,3
AURE3,2024,2025,9164457.06,121.0,3
ALOS3,2024,2025,9176452.1977,122.0,3
GGPS3,2024,2025,9434469.1394,123.0,3
BRKM5,2024,2025,9464257.3185,124.0,3
SMFT3,2024,2025,9942669.2214,125.0,3
MULT3,2024,2025,10101337.425,126.0,3
GOAU4,2024,2025,10269671.406,127.0,3
BRAV3,2024,2025,10917159.906,128.0,3
STBP3,2024,2025,11293113.0,129.0,3
TAEE11,2024,2025,11346297.55,130.0,3
HYPE3,2024,2025,11445493.596,131.0,3
CRFB3,2024,2025,11452177.94,132.0,3
CSNA3,2024,2025,11749192.37,133.0,3
LREN3,2024,2025,12746991.84,134.0,3
GMAT3,2024,2025,14366093.127,135.0,3
MBRF3,2024,2025,15024384.137,136.0,3
CSAN3,2024,2025,15200635.41,137.0,3
TOTS3,2024,2025,15672537.705,138.0,3
HAPV3,2024,2025,16546131.812,139.0,3
ISAE4,2024,2025,17090279.06,140.0,3
UGPA3,2024,2025,17406957.788,141.0,3
NATU3,2024,2025,17686533.92,142.0,3
ENGI11,2024,2025,19082355.977,143.0,3
VBBR3,2024,2025,19882876.24,144.0,3
ENEV3,2024,2025,20337536.7,145.0,3
MOTV3,2024,2025,20442878.52,146.0,3
AMBP3,2024,2025,21683709.97,147.0,3
RAIZ4,2024,2025,22321970.95,148.0,3
NEOE3,2024,2025,22940790.814,149.0,3
PSSA3,2024,2025,23139435.496,150.0,3
CPLE6,2024,2025,26062177.213,151.0,3
CMIN3,2024,2025,27975029.371,152.0,3
KLBN11,2024,2025,28766434.526,153.0,3
EGIE3,2024,2025,28965434.77,154.0,3
PRIO3,2024,2025,32802605.889,155.0,3
RAIL3,2024,2025,33016421.278,156.0,3
RENT3,2024,2025,33930788.254,157.0,3
EQTL3,2024,2025,34229688.846,158.0,3
CMIG4,2024,2025,35145544.06,159.0,3
GGBR4,2024,2025,36187993.077,160.0,3
CPFE3,2024,2025,36399717.76,161.0,3
RADL3,2024,2025,37663881.816,162.0,3
BRFS3,2024,2025,41104605.742,163.0,3
EMBJ3,2024,2025,41279028.27,164.0,3
CXSE3,2024,2025,42750000.0,165.0,3
B3SA3,2024,2025,53999763.374,166.0,3
RDOR3,2024,2025,56435440.13,167.0,3
SBSP3,2024,2025,60490623.407,168.0,3
BBSE3,2024,2025,70232110.167,169.0,3
VIVT3,2024,2025,76079945.389,170.0,3
SUZB3,2024,2025,76560360.134,171.0,3
AXIA3,2024,2025,77730412.618,172.0,3
JBSS3,2024,2025,80517624.231,173.0,3
ITSA4,2024,2025,96328202.33,174.0,3
ABEV3,2024,2025,184644959.0,175.0,3
WEGE3,2024,2025,221398507.44,176.0,3
VALE3,2024,2025,232858676.65,177.0,3
PETR4,2024,2025,490407223.67,178.0,3
