ano,empresa,ticker,total_volume_negociado,flag_trading_days,menor_data,pat_liq,market_cap
2018,BEEF,BEEF3,3338378.784,1.0,1.0,361512.0,2781192.8713
2018,BRAP,BRAP4,12909096.862,1.0,1.0,8312099.0,6876290.0
2018,BRFS,BRFS3,31429921.648000002,1.0,1.0,11361949.0,31321005.604
2018,BRKM,BRKM5,14090561.757000001,1.0,1.0,6445863.0,25232122.578
2018,BRML,BRML3,17414427.729000002,1.0,1.0,11014351.0,10385446.25
2018,BRPR,BRPR3,1829402.596,1.0,1.0,4896193.0,3668288.8998
2018,CGAS,CGAS5,1171897.824,1.0,1.0,2510863.0,5713039.93
2018,CIEL,CIEL3,38711988.45,1.0,1.0,10673227.0,66630170.912
2018,CMIG,CMIG4,17016584.209,1.0,1.0,13366938.0,10230025.23
2018,COGN,COGN3,35221590.38599999,1.0,1.0,14697002.0,24175498.386
2018,CPFE,CPFE3,8840939.325,1.0,1.0,8351560.0,26984919.916
2018,CPLE,CPLE6,5243177.779999999,1.0,1.0,15048731.0,5910744.4764
2018,CSAN,CSAN3,11196390.114,1.0,1.0,9019747.0,14062690.58
2018,CSMG,CSMG3,6791396.795,1.0,1.0,6131782.0,5055760.0
2018,CSNA,CSNA3,16047390.249000002,1.0,1.0,5801548.0,9744215.2775
2018,CVCB,CVCB3,7640246.75,1.0,1.0,546678.0,4346475.7382
2018,CYRE,CYRE3,6489755.094,1.0,1.0,5879869.0,4192868.56
2018,CZLT,CZLT33,1118227.441,1.0,1.0,6255209.0,5661737.9874
2018,DIRR,DIRR3,1156723.545,1.0,1.0,1543374.0,753978.3031
2018,DXCO,DXCO3,4366545.158,1.0,1.0,4596473.0,5631572.83
2018,ECOR,ECOR3,6982756.953,1.0,1.0,569984.0,5759423.1
2018,EGIE,EGIE3,7635821.423,1.0,1.0,7147744.0,22141015.153
2018,ELPL,ELPL4,4974718.704,1.0,1.0,2739214.0,2136424.95
2018,EMBJ,EMBJ3,12385242.146,1.0,1.0,13053352.0,11116071.52
2018,ENAT,ENAT3,1013839.239,1.0,1.0,2848574.0,1547113.638
2018,ENBR,ENBR3,5951393.268999999,1.0,1.0,7791304.0,8601084.03
2018,ENGI,ENGI11,3765959.824,1.0,1.0,3770948.0,8950699.2053
2018,EQTL,EQTL3,15829978.672,1.0,1.0,4205356.0,10765226.453
2018,EVEN,EVEN3,1095378.708,1.0,1.0,2287687.0,873990.63145
2018,EZTC,EZTC3,3008473.649,1.0,1.0,2755773.0,2928781.6483
2018,FESA,FESA4,586186.7520000001,1.0,1.0,1484139.0,946152.799
2018,FIBR,FIBR3,17716217.861,1.0,1.0,13801827.0,18698367.398
2018,FLRY,FLRY3,10180545.881000001,1.0,1.0,1646459.0,8436413.2184
